record_key,source_id,phase,tolerance_ms,true_sec,pred_sec,error_ms,detected,uncertain,within_tolerance,TP_conventional,FP_conventional,FN_conventional,current_TP,current_FP,current_FN,classification_conventional,classification_current
stead_event_00568,hv70009322,P,50,4,4.03,30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00574,hv70021937,P,50,9,9.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00575,hv70023277,P,50,9,9.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00577,hv70039687,P,50,5.92,6,80.0000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00581,hv70052617,P,50,6.92,6.94,20.0000000000005,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00594,hv70075181,P,50,7,7.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00614,hv70119016,P,50,5,4.69,-310,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00615,hv70121976,P,50,1.51,1.52,10,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00634,hv60960381,P,50,5,4.98,-19.9999999999996,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00635,hv60966561,P,50,9,8.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00651,hv61042316,P,50,9,9.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00654,hv61059176,P,50,5,5.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00669,hv61199221,P,50,1.51,1.52,10,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00680,hv61312676,P,50,6,6.03,30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00684,hv61349046,P,50,8,7.94,-59.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00687,hv61369201,P,50,7,7.04,40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00688,hv61383356,P,50,9,9.03,29.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00693,hv61402671,P,50,6,6.22,220,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00718,hv61744946,P,50,5,5.11,110,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00729,hv61828751,P,50,9.02,9.03,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00732,hv61569122,P,50,6,6,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00735,hv61881196,P,50,8.35,8.34,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00750,hv62019746,P,50,4,3.86,-140,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00762,ak012azl0m1x,P,50,4,4.16,160,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00766,ak01122itd6r,P,50,8,8.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00772,ak0128ezfwlw,P,50,8,8.35,350,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00779,ak19714709,P,50,8,8.09,89.9999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00782,ak01122itd6r,P,50,8,8.07,70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00791,hv60921251,P,50,4,4.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00809,hv60977116,P,50,4,4.53,530,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00813,hv60984151,P,50,6,6.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00819,hv60991386,P,50,9,8.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00820,hv60991471,P,50,9,9.03,29.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00823,hv61026081,P,50,5,4.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00830,hv61036836,P,50,7,6.98,-19.9999999999996,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00831,hv61055001,P,50,7,7.56,560,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00834,hv61073686,P,50,4,4.05,49.9999999999998,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00837,hv61080921,P,50,9,8.86,-140.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00838,hv61081481,P,50,5,5.04,40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00849,hv61107221,P,50,5,5,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00860,hv61146926,P,50,6,6.05,49.9999999999998,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00867,hv61157001,P,50,5,5.04,40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00871,hv61170061,P,50,8,8.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00877,hv61193411,P,50,5,5.45,450,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00892,hv61276871,P,50,4,3.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00893,hv61278656,P,50,7,7.04,40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00915,hv61332976,P,50,6,6.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00921,hv61349676,P,50,6,6.11,110,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00929,hv61416591,P,50,5,5.57,570,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00942,hv61480866,P,50,7,6.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00945,hv61501976,P,50,5,4.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00947,hv61567036,P,50,6,6.03,30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00957,hv61683836,P,50,4,4,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00962,hv61684436,P,50,9,9.04,39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00972,hv61753126,P,50,8,8.08,80.0000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00973,hv61756966,P,50,6,6.07,70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00978,hv61798521,P,50,7,7.07,70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00996,hv61955651,P,50,8,7.94,-59.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01021,ak19078998,P,50,4,4.02,19.9999999999996,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01023,16021240,P,50,5,5.02,19.9999999999996,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01028,16334312,P,50,7,6.73,-270,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01038,12089196,P,50,4,4.17,170,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01039,16194199,P,50,6,5.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01042,16194207,P,50,7,7.16,160,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01045,14835964,P,50,6,6.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01050,12576612,P,50,8,7.84,-160,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01051,14836273,P,50,9,9.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01052,12576617,P,50,4,4,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01054,14836840,P,50,6,5.81,-190,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01072,12103389,P,50,7,7.04,40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01076,16194319,P,50,9,8.96,-39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01078,12576674,P,50,8,7.94,-59.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01080,12576732,P,50,5,5.23,230,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01082,12578488,P,50,4,3.92,-80.0000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01088,12581808,P,50,9,8.94,-60.0000000000005,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01089,12742170,P,50,4,4.02,19.9999999999996,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01102,12582975,P,50,9,9.12,119.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01107,14843868,P,50,6,5.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01111,12638914,P,50,9,9.04,39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01112,12669138,P,50,5,4.94,-59.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01116,12692694,P,50,8,8.07,70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01118,12738686,P,50,7,7.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01129,12821491,P,50,5,4.62,-380,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01130,12821492,P,50,7,6.06,-940,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01131,12824921,P,50,9,9,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01132,12862188,P,50,7,7,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01145,13231845,P,50,4,4.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01148,13324932,P,50,4,4.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01149,13324955,P,50,9,8.77,-230,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01150,13347186,P,50,6,5.88,-120,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01174,603273129,P,50,4,4.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01178,ci10321469,P,50,4,37.22,33220,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_01186,se60006308,P,50,8,8.11,109.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01187,se60055323,P,50,4,3.71,-290,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01202,605597273,P,50,5,5.04,40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01219,ak16852320,P,50,4,4.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01223,uw60403756,P,50,8,7.75,-250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01225,uw61343631,P,50,5.85,5.85,-8.88178419700125e-13,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01235,uw60559447,P,50,9,9.27,270,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01236,uw10718583,P,50,5,4.9,-99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01237,uw60537116,P,50,5,4.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01249,uw60403241,P,50,6,6.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01260,uw61106652,P,50,9,9.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01263,uw61127281,P,50,9,8.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01268,uw61335361,P,50,8,7.92,-80.0000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01270,uw60814126,P,50,6,6.08,80.0000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01276,uw10754098,P,50,9,9.04,39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01278,uw10822653,P,50,7,7.07,70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01280,uw60802986,P,50,6,6.03,30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01288,uw61018456,P,50,7,6.96,-40,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_01311,nc71529270,P,50,4,4.19,190,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01317,nc71641181,P,50,6,5.88,-120,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01341,nc71913986,P,50,4,3.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01345,nc71967435,P,50,7,6.93,-70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01352,nc72016185,P,50,8,7.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01363,nc72181111,P,50,8,8.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01365,nc72184666,P,50,5,5.1,99.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01374,nc72317021,P,50,8,8.12,119.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01375,nc72385361,P,50,5,5.12,120,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01383,nc72447196,P,50,8,7.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01389,nc72554506,P,50,6,6.06,59.9999999999996,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01391,nc72562151,P,50,8,8.17,170,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01396,nc72754570,P,50,5,5.52,520,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01397,nc72775466,P,50,7,6.95,-49.9999999999998,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01401,nc72935281,P,50,7.07,7.08,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01408,nc73040151,P,50,9,9.07,70.0000000000003,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01411,nc71454690,P,50,6,5.92,-80.0000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01416,nc71467050,P,50,4,3.99,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01423,nc71496350,P,50,8,7.96,-40,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01429,nc71506955,P,50,6,5.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01450,nc71570140,P,50,4,3.91,-89.9999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01456,nc71596680,P,50,9.12,9.13,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01460,nc71606825,P,50,6.01,6.01,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01465,nc71631875,P,50,9,8.89,-109.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01466,nc71646396,P,50,8,7.89,-110,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01468,nc71679826,P,50,5,4.89,-110,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01470,nc71680150,P,50,8,8.03,29.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01481,nc71742061,P,50,9,9.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01485,nc71770925,P,50,8,8.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01489,nc71786591,P,50,6,0.97,-5030,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01493,nc71815591,P,50,9,9.03,29.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01496,nc71825176,P,50,6,6.05,49.9999999999998,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01505,nc71839310,P,50,6,5.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01507,nc71851530,P,50,8,8.01,9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01509,nc71860730,P,50,9,8.79,-210.000000000001,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_01513,nc71877765,P,50,5,4.97,-30.0000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01540,nc71968980,P,50,8,8.03,29.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
