record_key,source_id,phase,tolerance_ms,true_sec,pred_sec,error_ms,detected,uncertain,within_tolerance,TP_conventional,FP_conventional,FN_conventional,current_TP,current_FP,current_FN,classification_conventional,classification_current
stead_event_00475.csv,hv61629831,S,200,9.1,9.17,70.0000000000003,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00478.csv,hv61630461,S,200,17.01,5.61,-11400,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00485.csv,hv61653731,S,200,18.8,19.11,309.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00488.csv,hv61657746,S,200,14.02,14.27,250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00489.csv,hv61659231,S,200,13.02,13.27,250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00498.csv,hv61694021,S,200,16.09,16.33,239.999999999998,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00499.csv,hv61695836,S,200,20.89,31.12,10230,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00506.csv,hv61717336,S,200,18.04,17.44,-599.999999999998,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00508.csv,hv61724031,S,200,13.41,13.82,410,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00512.csv,hv61755026,S,200,19.22,19.47,250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00513.csv,hv61763851,S,200,12.9,13.15,250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00518.csv,hv61785231,S,200,19.64,19.64,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00522.csv,hv61796236,S,200,17.91,17.85,-59.9999999999987,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00529.csv,hv61836176,S,200,13.52,13.55,30.0000000000011,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00531.csv,hv61839021,S,200,15.48,16.05,570,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00532.csv,hv61839706,S,200,18.21,18.27,59.9999999999987,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00535.csv,hv61566007,S,200,14.08,14.25,170,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00540.csv,hv61872781,S,200,14.1,14.25,150,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00554.csv,hv61945641,S,200,11.74,19.21,7470,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00568.csv,hv70009322,S,200,9.39,10.06,670,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00574.csv,hv70021937,S,200,16.01,15.96,-50.0000000000007,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00575.csv,hv70023277,S,200,16.32,16.47,149.999999999999,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00577.csv,hv70039687,S,200,12.75,12.77,19.9999999999996,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00581.csv,hv70052617,S,200,13.6,9.41,-4190,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00594.csv,hv70075181,S,200,12.7,12.73,29.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00614.csv,hv70119016,S,200,11,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00615.csv,hv70121976,S,200,7,7.9,900,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00634.csv,hv60960381,S,200,9.45,9.44,-10.0000000000016,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00635.csv,hv60966561,S,200,12.15,12.26,109.999999999999,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00651.csv,hv61042316,S,200,15.17,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00654.csv,hv61059176,S,200,10.93,10.65,-279.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00669.csv,hv61199221,S,200,7.04,6.83,-210,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00680.csv,hv61312676,S,200,9.3,9.34,39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00684.csv,hv61349046,S,200,8.85,8.79,-60.0000000000005,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00687.csv,hv61369201,S,200,12.7,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00688.csv,hv61383356,S,200,14.9,21.46,6560,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00693.csv,hv61402671,S,200,10.5,11.32,820,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00718.csv,hv61744946,S,200,11.3,11.58,279.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00729.csv,hv61828751,S,200,20.11,20.6,490.000000000002,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00732.csv,hv61569122,S,200,21.36,21.98,620.000000000001,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00735.csv,hv61881196,S,200,9.49,9.42,-70.0000000000003,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00750.csv,hv62019746,S,200,8.4,11.27,2870,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00762.csv,ak012azl0m1x,S,200,14.99,15.05,60.0000000000005,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00766.csv,ak01122itd6r,S,200,11.6,11.8,200.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00772.csv,ak0128ezfwlw,S,200,14.7,14.67,-30.0000000000011,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00779.csv,ak19714709,S,200,13.7,14.15,449.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00782.csv,ak01122itd6r,S,200,14.5,14.76,260,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00791.csv,hv60921251,S,200,7.5,7.21,-290,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00809.csv,hv60977116,S,200,10.4,6.43,-3970,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00813.csv,hv60984151,S,200,9.3,9.51,209.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00819.csv,hv60991386,S,200,12.32,19.54,7220,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00820.csv,hv60991471,S,200,15.6,15.83,230,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00823.csv,hv61026081,S,200,11.13,8.12,-3010,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00830.csv,hv61036836,S,200,8.5,8.79,289.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00831.csv,hv61055001,S,200,9.22,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00834.csv,hv61073686,S,200,5.5,5.62,120,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00837.csv,hv61080921,S,200,9.9,10.49,590,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00838.csv,hv61081481,S,200,6.3,6.24,-59.9999999999996,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00849.csv,hv61107221,S,200,6.7,6.78,80.0000000000001,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00860.csv,hv61146926,S,200,7.9,8.53,629.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00867.csv,hv61157001,S,200,6.5,6.83,330,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00871.csv,hv61170061,S,200,9.7,9.34,-360.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00877.csv,hv61193411,S,200,8.18,7.74,-439.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00892.csv,hv61276871,S,200,5.4,5.32,-80.0000000000001,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00893.csv,hv61278656,S,200,9.2,9.08,-120.000000000001,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00915.csv,hv61332976,S,200,9.2,9.03,-170.000000000002,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_00921.csv,hv61349676,S,200,8.31,7.65,-660,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00929.csv,hv61416591,S,200,6.83,11.45,4620,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00942.csv,hv61480866,S,200,8.8,8.28,-520.000000000001,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_00945.csv,hv61501976,S,200,6.3,6.46,160,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00947.csv,hv61567036,S,200,8.6,8.46,-139.999999999999,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00957.csv,hv61683836,S,200,5.7,5.6,-100.000000000001,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00962.csv,hv61684436,S,200,11.4,11.52,119.999999999999,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_00972.csv,hv61753126,S,200,9.39,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00973.csv,hv61756966,S,200,7.4,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00978.csv,hv61798521,S,200,8.3,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_00996.csv,hv61955651,S,200,15.71,15.71,0,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_01021.csv,ak19078998,S,200,11.6,12,400,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01023.csv,16021240,S,200,13.6,13.47,-129.999999999999,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01028.csv,16334312,S,200,13.5,13.58,80.0000000000001,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01038.csv,12089196,S,200,13.1,12.76,-340,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01039.csv,16194199,S,200,12,12.34,340,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01042.csv,16194207,S,200,14.1,14.51,410,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01045.csv,14835964,S,200,10.9,15.71,4810,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01050.csv,12576612,S,200,14.2,15.18,979.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01051.csv,14836273,S,200,15.7,16.12,420,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01052.csv,12576617,S,200,11.2,11.22,19.9999999999996,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01054.csv,14836840,S,200,12.17,12.21,40.0000000000009,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01072.csv,12103389,S,200,15.4,15.51,109.999999999999,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_01076.csv,16194319,S,200,12.1,9.78,-2320,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01078.csv,12576674,S,200,15.7,16.28,580,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01080.csv,12576732,S,200,10.89,11.71,820,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01082.csv,12578488,S,200,12.1,12.45,350,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01088.csv,12581808,S,200,16.9,15.97,-929.999999999998,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01089.csv,12742170,S,200,12.4,16.3,3900,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01102.csv,12582975,S,200,14.4,19.06,4660,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01107.csv,14843868,S,200,13.96,7.25,-6710,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01111.csv,12638914,S,200,16.3,16.56,259.999999999998,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01112.csv,12669138,S,200,11.3,15.6,4300,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01116.csv,12692694,S,200,15.93,15.96,30.0000000000011,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01118.csv,12738686,S,200,12.1,16.1,4000,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01129.csv,12821491,S,200,10.9,10.89,-9.99999999999979,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_01130.csv,12821492,S,200,14.59,14.05,-539.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01131.csv,12824921,S,200,14.3,14.05,-250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01132.csv,12862188,S,200,11.8,11.11,-690.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01145.csv,13231845,S,200,6.6,6.67,69.9999999999994,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01148.csv,13324932,S,200,9.94,9.93,-9.99999999999979,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01149.csv,13324955,S,200,13.1,13.65,550.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01150.csv,13347186,S,200,10.7,10.31,-390.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01174.csv,603273129,S,200,9.64,7.22,-2420,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01178.csv,ci10321469,S,200,8.77,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_01186.csv,se60006308,S,200,14.44,14.24,-199.999999999999,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01187.csv,se60055323,S,200,8.7,8.39,-310.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01202.csv,605597273,S,200,11,12.25,1250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01219.csv,ak16852320,S,200,9.9,13.8,3900,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01223.csv,uw60403756,S,200,11.7,11.65,-50.0000000000007,1,1,1,1,0,0,1,0,0,TP,TP
stead_event_01225.csv,uw61343631,S,200,9,8.35,-650,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01235.csv,uw60559447,S,200,12.5,12.81,310.000000000001,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01236.csv,uw10718583,S,200,7.5,7.77,270,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01237.csv,uw60537116,S,200,10.1,8.57,-1530,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01249.csv,uw60403241,S,200,9.81,9.94,129.999999999999,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01260.csv,uw61106652,S,200,12,11.96,-39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01263.csv,uw61127281,S,200,12.3,12.67,369.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01268.csv,uw61335361,S,200,13.8,14.19,389.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01270.csv,uw60814126,S,200,11.8,12.43,629.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01276.csv,uw10754098,S,200,10.4,10.44,39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01278.csv,uw10822653,S,200,10.5,10.72,220.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01280.csv,uw60802986,S,200,10.37,10.65,279.999999999999,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01288.csv,uw61018456,S,200,12,13.41,1410,1,1,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01311.csv,nc71529270,S,200,8,8.6,600,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01317.csv,nc71641181,S,200,10.6,10.56,-39.9999999999991,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01341.csv,nc71913986,S,200,9.02,5.61,-3410,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01345.csv,nc71967435,S,200,11.1,11.35,250,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01352.csv,nc72016185,S,200,13.69,NaN,NaN,0,0,0,0,0,1,0,0,1,FN_missing,FN_missing
stead_event_01363.csv,nc72181111,S,200,12.68,13.05,370.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01365.csv,nc72184666,S,200,9.68,10.05,370.000000000001,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01374.csv,nc72317021,S,200,11.15,11.55,400,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01375.csv,nc72385361,S,200,8.15,8.55,400,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01383.csv,nc72447196,S,200,10.3,10.3,0,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01389.csv,nc72554506,S,200,11.6,12.51,910,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01391.csv,nc72562151,S,200,16.44,16.7,259.999999999998,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01396.csv,nc72754570,S,200,23.28,23.83,549.999999999997,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01397.csv,nc72775466,S,200,23.09,23.57,480,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
stead_event_01401.csv,nc72935281,S,200,14.45,14.44,-10.0000000000016,1,0,1,1,0,0,1,0,0,TP,TP
stead_event_01408.csv,nc73040151,S,200,16.74,17.04,299.999999999997,1,0,0,0,1,1,0,1,0,FP_plus_FN,FP_only
