event_id,source_id,fold
stead_event_00274,hv61145821,3
stead_event_00275,hv61146626,5
stead_event_00277,hv61151421,3
stead_event_00281,hv61160126,3
stead_event_00282,hv61165941,1
stead_event_00283,hv61166466,5
stead_event_00284,hv61167001,4
stead_event_00285,hv61167231,5
stead_event_00286,hv61169336,1
stead_event_00287,hv61170771,4
stead_event_00288,hv61170781,1
stead_event_00289,hv61174081,2
stead_event_00290,hv61175281,2
stead_event_00291,hv61175291,2
stead_event_00293,hv61178676,3
stead_event_00294,hv61180976,3
stead_event_00295,hv61185836,2
stead_event_00297,hv61186521,3
stead_event_00298,hv61187126,3
stead_event_00299,hv61187221,5
stead_event_00300,hv61187821,1
stead_event_00301,hv61189891,2
stead_event_00302,hv61190161,3
stead_event_00303,hv61190256,3
stead_event_00306,hv61191891,1
stead_event_00307,hv61192866,1
stead_event_00309,hv61193511,2
stead_event_00310,hv61198231,1
stead_event_00311,hv61198436,2
stead_event_00312,hv61198666,2
stead_event_00315,hv61206941,3
stead_event_00316,hv61208966,5
stead_event_00317,hv61210856,3
stead_event_00318,hv61211721,3
stead_event_00319,hv61212856,1
stead_event_00320,hv61213726,2
stead_event_00322,hv61221276,4
stead_event_00323,hv61223876,2
stead_event_00326,hv61228486,5
stead_event_00327,hv61233421,4
stead_event_00328,hv61233851,4
stead_event_00329,hv61234571,1
stead_event_00330,hv61239636,5
stead_event_00332,hv61240491,3
stead_event_00333,hv61242361,5
stead_event_00334,hv61245146,4
stead_event_00335,hv61249171,5
stead_event_00338,hv61258826,3
stead_event_00339,hv61258961,4
stead_event_00340,hv61263266,2
stead_event_00341,hv61271051,3
stead_event_00342,hv61271776,1
stead_event_00343,hv61273091,1
stead_event_00344,hv61279751,2
stead_event_00345,hv61279821,1
stead_event_00346,hv61280181,3
stead_event_00347,hv61281161,3
stead_event_00348,hv61284241,3
stead_event_00349,hv61288101,3
stead_event_00350,hv61289136,3
stead_event_00352,hv61290476,3
stead_event_00353,hv61293581,4
stead_event_00354,hv61295266,3
stead_event_00355,hv61295701,4
stead_event_00356,hv61296651,2
stead_event_00357,hv61300921,4
stead_event_00359,hv61301936,2
stead_event_00360,hv61304576,3
stead_event_00361,hv61307756,4
stead_event_00362,hv61310236,4
stead_event_00363,hv61310546,5
stead_event_00365,hv61313646,3
stead_event_00368,hv61314206,5
stead_event_00369,hv61314236,2
stead_event_00370,hv61315221,5
stead_event_00371,hv61327721,5
stead_event_00372,hv61331231,3
stead_event_00373,hv61337841,2
stead_event_00374,hv61342761,4
stead_event_00375,hv61343931,2
stead_event_00377,hv61346681,3
stead_event_00379,hv61347891,4
stead_event_00380,hv61347956,2
stead_event_00381,hv61348816,2
stead_event_00382,hv61349516,5
stead_event_00386,hv61359761,4
stead_event_00387,hv61360011,2
stead_event_00391,hv61375101,1
stead_event_00392,hv61381426,2
stead_event_00394,hv61387101,1
stead_event_00397,hv61392031,4
stead_event_00400,hv61404066,4
stead_event_00402,hv61406586,3
stead_event_00404,hv61409681,3
stead_event_00406,hv61421516,1
stead_event_00407,hv61422136,2
stead_event_00409,hv61426321,4
stead_event_00410,hv61430876,1
stead_event_00413,hv61448056,5
stead_event_00414,hv61455926,3
stead_event_00415,hv61456056,5
stead_event_00416,hv61456861,1
stead_event_00417,hv61459896,3
stead_event_00418,hv61460851,1
stead_event_00422,hv61468921,2
stead_event_00423,hv61469526,4
stead_event_00424,hv61470026,3
stead_event_00425,hv61470056,2
stead_event_00426,hv61470131,1
stead_event_00428,hv61470361,3
stead_event_00429,hv61470466,2
stead_event_00430,hv61474046,2
stead_event_00432,hv61478771,4
stead_event_00433,hv61485066,1
stead_event_00434,hv61486351,3
stead_event_00436,hv61488656,5
stead_event_00439,hv61489051,4
stead_event_00440,hv61491041,3
stead_event_00442,hv61493981,3
stead_event_00443,hv61494146,4
stead_event_00448,hv61502336,4
stead_event_00449,hv61503326,5
stead_event_00451,hv61504126,1
stead_event_00452,hv61506366,5
stead_event_00454,hv61515671,4
stead_event_00455,hv61516021,5
stead_event_00456,hv61517521,3
stead_event_00457,hv61519276,1
stead_event_00458,hv61522431,1
stead_event_00459,hv61529746,2
stead_event_00460,hv61539036,4
stead_event_00461,hv61541021,3
stead_event_00463,hv61556341,4
stead_event_00465,hv61578351,4
stead_event_00466,hv61580511,2
stead_event_00468,hv61591141,2
stead_event_00470,hv61593341,3
stead_event_00472,hv61599321,2
stead_event_00474,hv61629826,4
stead_event_00476,hv61629961,1
stead_event_00477,hv61630401,4
stead_event_00479,hv61630756,2
stead_event_00480,hv61631261,4
stead_event_00481,hv61632741,2
stead_event_00482,hv61633711,5
stead_event_00483,hv61636536,2
stead_event_00484,hv61636931,5
stead_event_00486,hv61655121,2
stead_event_00487,hv61656556,1
stead_event_00490,hv61664071,4
stead_event_00491,hv61670546,2
stead_event_00492,hv61670561,4
stead_event_00493,hv61672961,3
stead_event_00494,hv61676941,3
stead_event_00495,hv61677586,5
stead_event_00496,hv61681611,5
stead_event_00497,hv61690961,4
stead_event_00501,hv61704921,2
stead_event_00502,hv61707651,3
stead_event_00504,hv61715831,5
stead_event_00505,hv61716321,2
stead_event_00510,hv61746151,5
stead_event_00511,hv61754321,1
stead_event_00514,hv61768641,4
stead_event_00515,hv61770426,5
stead_event_00516,hv61777851,3
stead_event_00519,hv61793046,1
stead_event_00520,hv61793241,2
stead_event_00521,hv61796121,5
stead_event_00525,hv61815021,5
stead_event_00526,hv61816536,2
stead_event_00527,hv61823821,2
stead_event_00528,hv61836136,2
stead_event_00533,hv61840036,1
stead_event_00537,hv61864026,3
stead_event_00538,hv61866291,5
stead_event_00539,hv61866736,1
stead_event_00541,hv61880821,3
stead_event_00542,hv61883071,1
stead_event_00543,hv61890286,4
stead_event_00544,hv61897341,5
stead_event_00545,hv61907176,5
stead_event_00546,hv61912506,1
stead_event_00547,hv61912961,5
stead_event_00548,hv61915531,4
stead_event_00550,hv61919256,5
stead_event_00552,hv61921941,4
stead_event_00553,hv61923721,4
stead_event_00555,hv61945646,2
stead_event_00556,hv61998481,1
stead_event_00557,hv62002456,4
stead_event_00559,hv62013621,2
stead_event_00561,hv62016411,3
stead_event_00562,hv62021961,3
stead_event_00563,hv70001457,3
stead_event_00564,hv70001677,2
stead_event_00565,hv70002872,4
stead_event_00566,hv70002907,1
stead_event_00567,hv70007532,2
stead_event_00569,hv70010727,4
stead_event_00570,hv70015347,3
stead_event_00572,hv70021002,1
stead_event_00573,hv70021902,1
stead_event_00576,hv70025402,2
stead_event_00578,hv70042542,5
stead_event_00579,hv70046657,2
stead_event_00580,hv70051002,3
stead_event_00582,hv70053837,4
stead_event_00583,hv70055752,1
stead_event_00584,hv70055121,2
stead_event_00585,hv70058146,3
stead_event_00586,hv70059546,5
stead_event_00587,hv70059571,4
stead_event_00588,hv70061236,2
stead_event_00589,hv70062776,2
stead_event_00590,hv70067081,5
stead_event_00591,hv70068926,1
stead_event_00592,hv70068931,5
stead_event_00593,hv70071441,2
stead_event_00595,hv70075791,3
stead_event_00596,hv70076396,5
stead_event_00597,hv70076711,1
stead_event_00598,hv70077576,2
stead_event_00599,hv70077636,1
stead_event_00600,hv70077756,1
stead_event_00601,hv70081976,1
stead_event_00602,hv70084451,1
stead_event_00603,hv70086216,4
stead_event_00604,hv70086291,3
stead_event_00605,hv70086506,2
stead_event_00606,hv70088881,2
stead_event_00607,hv70091701,3
stead_event_00608,hv70091836,4
stead_event_00609,hv70091841,1
stead_event_00610,hv70091981,2
stead_event_00612,hv70098881,4
stead_event_00613,hv70118961,4
stead_event_00616,hv70121996,1
stead_event_00617,hv70122181,1
stead_event_00620,hv70241017,5
stead_event_00621,hv70245597,5
stead_event_00622,hv70261547,3
stead_event_00623,hv70284886,1
stead_event_00624,hv70462242,5
stead_event_00625,hv60889081,2
stead_event_00626,hv60927361,3
stead_event_00627,hv60928881,1
stead_event_00628,hv60931156,1
stead_event_00629,hv60938271,2
stead_event_00631,hv60942976,1
stead_event_00632,hv60943361,1
stead_event_00636,hv60967626,5
stead_event_00637,hv60968876,4
stead_event_00638,hv60971811,2
stead_event_00639,hv60977376,1
stead_event_00640,hv60978351,2
stead_event_00641,hv60978476,5
stead_event_00642,hv60978891,3
stead_event_00643,hv60979001,2
stead_event_00644,hv60979531,2
stead_event_00645,hv60984166,1
stead_event_00646,hv60987101,1
stead_event_00647,hv61004481,2
stead_event_00648,hv61012616,4
stead_event_00649,hv61013276,3
stead_event_00650,hv61033126,1
stead_event_00652,hv61046186,4
stead_event_00653,hv61046896,2
stead_event_00656,hv61071646,3
stead_event_00657,hv61072336,3
stead_event_00658,hv61073671,5
stead_event_00659,hv61093296,2
stead_event_00660,hv61124471,2
stead_event_00662,hv61138331,2
stead_event_00663,hv61142531,4
stead_event_00664,hv61154231,4
stead_event_00665,hv61162091,4
stead_event_00666,hv61175926,1
stead_event_00667,hv61181311,2
stead_event_00668,hv61195831,2
stead_event_00670,hv61205746,2
stead_event_00671,hv61214071,5
stead_event_00672,hv61215866,1
stead_event_00673,hv61216926,4
stead_event_00674,hv61225981,1
stead_event_00675,hv61232351,5
stead_event_00676,hv61232906,4
stead_event_00677,hv61238131,3
stead_event_00678,hv61245236,5
stead_event_00681,hv61325286,5
stead_event_00682,hv61328396,5
stead_event_00683,hv61328646,5
stead_event_00685,hv61359431,4
stead_event_00686,hv61365261,3
stead_event_00690,hv61397436,5
stead_event_00691,hv61401026,3
stead_event_00692,hv61401426,2
stead_event_00694,hv61421171,2
stead_event_00695,hv61421526,5
stead_event_00696,hv61429746,5
stead_event_00698,hv61460656,3
stead_event_00699,hv61460851,1
stead_event_00700,hv61472776,1
stead_event_00701,hv61478491,1
stead_event_00702,hv61486351,3
stead_event_00703,hv61486701,4
stead_event_00705,hv61538646,1
stead_event_00706,hv61570531,3
stead_event_00707,hv61583221,4
stead_event_00708,hv61586726,5
stead_event_00709,hv61599321,2
stead_event_00710,hv61599926,1
stead_event_00711,hv61612021,5
stead_event_00712,hv61625646,4
stead_event_00713,hv61643046,2
stead_event_00714,hv61644746,2
stead_event_00715,hv61648971,5
stead_event_00716,hv61654526,1
stead_event_00717,hv61731486,5
stead_event_00719,hv61751241,5
stead_event_00721,hv61766326,1
stead_event_00722,hv61770426,5
stead_event_00723,hv61772936,5
stead_event_00725,hv61804111,1
stead_event_00726,hv61817651,3
stead_event_00727,hv61821511,3
stead_event_00728,hv61821666,4
stead_event_00730,hv61840036,1
stead_event_00733,hv61859171,4
stead_event_00736,hv61883856,2
stead_event_00737,hv61887886,2
stead_event_00739,hv61894161,3
stead_event_00741,hv61907641,1
stead_event_00743,hv61924526,3
stead_event_00744,hv61935031,5
stead_event_00745,hv61960361,4
stead_event_00747,hv61965986,5
stead_event_00748,hv61970856,2
stead_event_00749,hv62010601,3
stead_event_00751,hv70002872,4
stead_event_00752,hv70008002,1
stead_event_00754,ak011ddjrd9u,2
stead_event_00755,ak15963865,3
stead_event_00756,602952322,1
stead_event_00757,602952644,3
stead_event_00759,ak011dblzljx,2
stead_event_00760,ak011dbvj5x1,4
stead_event_00761,ak011ddjrd9u,2
stead_event_00763,ak15963865,3
stead_event_00764,15111098,5
stead_event_00765,ak010exnd5ac,1
stead_event_00768,ak011ddjrd9u,2
stead_event_00769,603336626,5
stead_event_00770,603336626,5
stead_event_00771,ak011cvc3mkx,4
stead_event_00773,ak16738201,3
stead_event_00774,ak17093803,2
stead_event_00775,ak17393849,5
stead_event_00777,ak18730287,3
stead_event_00778,ak18773810,2
stead_event_00781,ak010ezfj4r4,2
stead_event_00784,ak011ddjrd9u,2
stead_event_00785,ak011euiqmzg,4
stead_event_00786,ak17604140,4
stead_event_00788,hv60917511,2
stead_event_00789,hv60919411,5
stead_event_00792,hv60924981,4
stead_event_00794,hv60927456,4
stead_event_00796,hv60930501,5
stead_event_00797,hv60939851,3
stead_event_00799,hv60944626,4
stead_event_00800,hv60945531,2
stead_event_00803,hv60947921,5
stead_event_00804,hv60956981,4
stead_event_00805,hv60957471,1
stead_event_00806,hv60970611,2
stead_event_00807,hv60974926,5
stead_event_00808,hv60977021,4
stead_event_00810,hv60977126,3
stead_event_00811,hv60979031,5
stead_event_00812,hv60979081,4
stead_event_00814,hv60987361,1
stead_event_00815,hv60987886,3
stead_event_00816,hv60988021,5
stead_event_00817,hv60989321,4
stead_event_00818,hv60991291,3
stead_event_00821,hv60991806,4
stead_event_00822,hv60991916,4
stead_event_00825,hv61032376,1
stead_event_00826,hv61033441,5
stead_event_00827,hv61033566,4
stead_event_00828,hv61035391,5
stead_event_00832,hv61055406,3
stead_event_00833,hv61071686,1
stead_event_00836,hv61080211,5
stead_event_00839,hv61087821,4
stead_event_00840,hv61090766,1
stead_event_00841,hv61091091,4
stead_event_00842,hv61094421,2
stead_event_00843,hv61098071,4
stead_event_00845,hv61102391,2
stead_event_00846,hv61102876,5
stead_event_00847,hv61104506,2
stead_event_00848,hv61104901,5
stead_event_00850,hv61108376,4
stead_event_00851,hv61121941,4
stead_event_00853,hv61125376,1
stead_event_00854,hv61127026,5
stead_event_00855,hv61127806,4
stead_event_00856,hv61130831,5
stead_event_00857,hv61132641,3
stead_event_00858,hv61133626,4
stead_event_00859,hv61136531,3
stead_event_00861,hv61146946,2
stead_event_00862,hv61147176,1
stead_event_00863,hv61149591,3
stead_event_00864,hv61151231,2
stead_event_00865,hv61152531,1
stead_event_00866,hv61154976,5
stead_event_00868,hv61160876,1
stead_event_00869,hv61165376,2
stead_event_00870,hv61168336,2
stead_event_00872,hv61170646,5
stead_event_00873,hv61188291,4
stead_event_00874,hv61189851,4
stead_event_00876,hv61190931,3
stead_event_00878,hv61206726,2
stead_event_00879,hv61223571,2
stead_event_00880,hv61223831,4
stead_event_00881,hv61232086,2
stead_event_00882,hv61242236,3
stead_event_00883,hv61242926,2
stead_event_00885,hv61258651,4
stead_event_00886,hv61258821,1
stead_event_00887,hv61266301,3
stead_event_00888,hv61266691,1
stead_event_00889,hv61268181,2
stead_event_00890,hv61276831,2
stead_event_00891,hv61276861,4
stead_event_00894,hv61279621,1
stead_event_00895,hv61280351,2
stead_event_00896,hv61280366,2
stead_event_00897,hv61280636,4
stead_event_00898,hv61280646,3
stead_event_00899,hv61281296,5
stead_event_00901,hv61289981,5
stead_event_00902,hv61294991,2
stead_event_00903,hv61295311,5
stead_event_00904,hv61298036,4
stead_event_00905,hv61305256,5
stead_event_00906,hv61310871,2
stead_event_00907,hv61314786,5
stead_event_00909,hv61320851,5
stead_event_00910,hv61321821,5
stead_event_00911,hv61322446,2
stead_event_00912,hv61322506,2
stead_event_00913,hv61323726,5
stead_event_00917,hv61335426,4
stead_event_00918,hv61337636,5
stead_event_00919,hv61337696,4
stead_event_00920,hv61345511,3
stead_event_00922,hv61380536,3
stead_event_00923,hv61391931,1
stead_event_00924,hv61396571,5
stead_event_00925,hv61400466,1
stead_event_00926,hv61408361,4
stead_event_00927,hv61408821,2
stead_event_00928,hv61416271,5
stead_event_00931,hv61427306,1
stead_event_00932,hv61430456,2
stead_event_00933,hv61440686,5
stead_event_00934,hv61448426,4
stead_event_00935,hv61450431,4
stead_event_00936,hv61462121,2
stead_event_00937,hv61464231,2
stead_event_00938,hv61470821,4
stead_event_00939,hv61470856,5
stead_event_00940,hv61472776,1
stead_event_00941,hv61480826,2
stead_event_00944,hv61501896,5
stead_event_00946,hv61546021,3
stead_event_00949,hv61600246,2
stead_event_00950,hv60240078,4
stead_event_00951,hv61617536,5
stead_event_00952,hv61647301,5
stead_event_00953,hv61652146,5
stead_event_00954,hv61675731,4
stead_event_00955,hv61677166,4
stead_event_00958,hv61684051,4
stead_event_00959,hv61684341,3
stead_event_00960,hv61684346,5
stead_event_00961,hv61684426,1
stead_event_00963,hv61684451,1
stead_event_00964,hv61686746,1
stead_event_00965,hv61689146,1
stead_event_00966,hv61689526,1
stead_event_00967,hv61697656,5
stead_event_00969,hv61719021,5
stead_event_00970,hv61719366,1
stead_event_00971,hv61745436,1
stead_event_00974,hv61770146,5
stead_event_00975,hv61781581,5
stead_event_00976,hv61784226,3
stead_event_00977,hv61797166,1
stead_event_00979,hv61815241,2
stead_event_00980,hv61818171,5
stead_event_00981,hv61826646,4
stead_event_00982,hv61826826,3
stead_event_00983,hv61826881,1
stead_event_00985,hv61836451,1
stead_event_00986,hv60241678,4
stead_event_00987,hv61870936,1
stead_event_00988,hv61879136,5
stead_event_00989,hv61884641,4
stead_event_00990,hv61894361,4
stead_event_00992,hv61911016,3
stead_event_00993,hv61912566,5
stead_event_00994,hv61913136,4
stead_event_00995,hv61914781,5
stead_event_00998,hv61971871,2
stead_event_00999,hv62019956,5
stead_event_01000,hv70022577,4
stead_event_01001,hv70023597,2
stead_event_01002,hv70029307,1
stead_event_01003,hv70045832,4
stead_event_01004,hv70045992,3
stead_event_01005,hv70061721,4
stead_event_01007,hv70327456,3
stead_event_01008,hv70442527,2
stead_event_01010,13840303,3
stead_event_01011,601253049,4
stead_event_01012,nn00249507,1
stead_event_01013,nn00249858,4
stead_event_01016,ak012fcqxrvo,3
stead_event_01017,ak012fhcgpe2,4
stead_event_01018,ak16247980,1
stead_event_01019,ak16988695,4
stead_event_01020,ak16988114,5
stead_event_01022,14757199,4
stead_event_01024,ak16234011,3
stead_event_01025,ak17712058,4
stead_event_01026,ak17799091,5
stead_event_01027,ak19245765,4
stead_event_01032,4146876,3
stead_event_01033,13900906,2
stead_event_01035,15996893,4
stead_event_01036,12085160,3
stead_event_01037,16194188,3
stead_event_01040,16152433,2
stead_event_01043,14835824,1
stead_event_01044,14835883,4
stead_event_01046,14835992,2
stead_event_01047,14835992,2
stead_event_01049,12576608,4
stead_event_01053,12576618,5
stead_event_01056,12576624,1
stead_event_01058,14836981,5
stead_event_01059,12576627,3
stead_event_01060,14837052,5
stead_event_01061,12576635,1
stead_event_01062,12576636,1
stead_event_01063,12576638,1
stead_event_01064,12934730,3
stead_event_01066,16194279,3
stead_event_01067,12100599,3
stead_event_01068,12100605,3
stead_event_01070,16194294,3
stead_event_01071,12100820,3
stead_event_01073,12742086,5
stead_event_01074,12105715,5
stead_event_01075,12105724,4
stead_event_01077,14839033,4
stead_event_01079,16194329,5
stead_event_01083,12578491,5
stead_event_01085,12579300,3
stead_event_01086,12579696,2
stead_event_01087,12581806,5
stead_event_01091,12581811,2
stead_event_01092,14840528,5
stead_event_01094,12581884,1
stead_event_01095,16194358,2
stead_event_01096,12582094,1
stead_event_01097,12582168,3
stead_event_01098,12582171,5
stead_event_01099,12582186,3
stead_event_01100,12582359,5
stead_event_01101,12582403,3
stead_event_01103,12590220,2
stead_event_01104,12590739,5
stead_event_01105,12597518,3
stead_event_01106,12609853,1
stead_event_01109,12610907,5
stead_event_01110,12612931,2
stead_event_01113,12692485,4
stead_event_01114,12692663,5
stead_event_01115,12692673,5
stead_event_01117,12757348,4
stead_event_01119,14847292,5
stead_event_01120,12742681,5
stead_event_01121,12742821,1
stead_event_01122,12747038,2
stead_event_01123,12750364,2
stead_event_01124,12750428,1
stead_event_01125,12754083,3
stead_event_01127,12788581,5
stead_event_01128,12792211,2
stead_event_01133,12869565,1
stead_event_01134,12870894,5
stead_event_01136,12977504,2
stead_event_01137,13115762,4
stead_event_01139,13201583,3
stead_event_01140,13202265,1
stead_event_01141,13217750,3
stead_event_01142,13903803,3
stead_event_01143,13217765,1
stead_event_01144,13217776,2
stead_event_01146,14853490,4
stead_event_01147,13903813,1
stead_event_01152,13361328,3
stead_event_01153,16521783,2
stead_event_01154,13380899,2
stead_event_01155,13380900,5
stead_event_01156,13383749,2
stead_event_01157,14856267,3
stead_event_01159,13524837,5
stead_event_01160,13540185,1
stead_event_01161,13930243,4
stead_event_01162,17370885,4
stead_event_01163,602997423,3
stead_event_01165,7486661,2
stead_event_01166,8566681,4
stead_event_01167,13240780,1
stead_event_01169,15085928,5
stead_event_01170,15976048,5
stead_event_01171,nm60014108,5
stead_event_01172,601276193,1
stead_event_01173,601276193,1
stead_event_01176,602358359,3
stead_event_01182,ci37111663,4
stead_event_01183,ci37245279,2
stead_event_01185,uw60885217,3
stead_event_01188,12921310,1
stead_event_01190,14191026,3
stead_event_01191,14306213,3
stead_event_01193,13944474,1
stead_event_01198,14767047,2
stead_event_01199,13562438,4
stead_event_01200,ak01250gtbsh,5
stead_event_01201,ak012asv4idq,2
stead_event_01203,604400615,3
stead_event_01204,604400615,3
stead_event_01205,16398544,1
stead_event_01206,16398544,1
stead_event_01207,17435477,1
stead_event_01208,17435477,1
stead_event_01209,ak012ienwxj,2
stead_event_01211,ak10907457,4
stead_event_01212,604400615,3
stead_event_01213,604400615,3
stead_event_01215,604400615,3
stead_event_01216,604400615,3
stead_event_01218,ak16841130,2
stead_event_01220,ak19246091,1
stead_event_01222,ak17318315,4
stead_event_01224,uw61277467,5
stead_event_01226,uw61112271,2
stead_event_01227,uw10820148,2
stead_event_01228,uw60887091,4
stead_event_01230,uw61079452,3
stead_event_01231,uw61112121,4
stead_event_01232,uw61125746,4
stead_event_01233,uw61264057,3
stead_event_01234,uw61252371,4
stead_event_01239,uw61382861,5
stead_event_01241,uw60850682,2
stead_event_01242,uw10749268,5
stead_event_01243,uw10749798,5
stead_event_01244,uw10807108,2
stead_event_01246,uw10813953,3
stead_event_01247,uw10831458,3
stead_event_01248,uw10832248,2
stead_event_01250,uw60640066,4
stead_event_01251,uw60645032,5
stead_event_01252,uw60650647,3
stead_event_01254,uw60723101,3
stead_event_01255,uw60723166,1
stead_event_01256,uw60732952,3
stead_event_01257,uw60880391,1
stead_event_01258,uw60952942,4
stead_event_01259,uw61106642,2
stead_event_01261,uw61106657,4
stead_event_01262,uw61106937,1
stead_event_01264,uw61157747,5
