event_id,source_id,fold
stead_event_00180,15217350,4
stead_event_00181,ci15180441,4
stead_event_00182,ci15195785,2
stead_event_00185,ci15396745,2
stead_event_00186,603962507,3
stead_event_00187,603962507,3
stead_event_00189,ci11414410,1
stead_event_00191,605615919,2
stead_event_00192,13435661,5
stead_event_00195,16357910,2
stead_event_00196,16357939,3
stead_event_00198,12951536,1
stead_event_00200,14188784,4
stead_event_00202,600734280,5
stead_event_00203,600734280,5
stead_event_00205,603808481,2
stead_event_00206,603808634,5
stead_event_00207,603808676,2
stead_event_00209,14371821,2
stead_event_00210,14576401,5
stead_event_00211,14782928,3
stead_event_00212,17223314,2
stead_event_00214,604048568,4
stead_event_00215,604048568,4
stead_event_00216,604441092,4
stead_event_00217,pr2018175002,2
stead_event_00220,600138494,2
stead_event_00221,600138494,2
stead_event_00222,600138494,2
stead_event_00223,600846551,1
stead_event_00224,600846551,1
stead_event_00229,hv60911911,1
stead_event_00230,hv60964166,3
stead_event_00231,hv60967326,4
stead_event_00232,hv60968786,3
stead_event_00233,hv60984166,3
stead_event_00234,hv60996411,4
stead_event_00236,hv61010506,4
stead_event_00237,hv61023526,1
stead_event_00240,hv61190256,4
stead_event_00245,hv61238131,5
stead_event_00246,hv61245221,2
stead_event_00248,hv61404066,3
stead_event_00250,hv61430876,5
stead_event_00251,hv61431046,2
stead_event_00252,hv61437156,4
stead_event_00254,hv61496121,3
stead_event_00257,hv61542831,2
stead_event_00258,hv61553736,5
stead_event_00259,hv61568526,4
stead_event_00261,hv61623346,5
stead_event_00262,hv61623926,5
stead_event_00264,hv61631096,1
stead_event_00266,hv61636536,3
stead_event_00267,hv61672961,1
stead_event_00268,hv61713526,5
stead_event_00269,hv61715021,1
stead_event_00271,hv61804466,1
stead_event_00272,hv61866736,4
stead_event_00273,hv62007486,2
stead_event_00274,hv62014031,1
stead_event_00275,hv62015441,1
stead_event_00276,hv70021937,1
stead_event_00277,hv70088721,2
stead_event_00279,hv70112676,3
stead_event_00280,hv70118556,2
stead_event_00281,hv70244357,4
stead_event_00282,hv70249957,1
stead_event_00283,hv70259221,1
stead_event_00284,hv70264616,3
stead_event_00286,hv70267506,2
stead_event_00287,hv70268561,2
stead_event_00288,hv70274351,3
stead_event_00291,hv70284971,3
stead_event_00293,hv70291961,3
stead_event_00295,hv70301106,3
stead_event_00296,hv70304606,5
stead_event_00298,hv70326671,1
stead_event_00299,hv70329746,1
stead_event_00302,hv70337366,4
stead_event_00303,hv70340691,1
stead_event_00304,hv70341951,5
stead_event_00305,hv70343071,3
stead_event_00306,hv70348236,3
stead_event_00308,hv70367701,5
stead_event_00310,hv70373191,5
stead_event_00311,hv70374286,4
stead_event_00312,hv70385946,1
stead_event_00313,hv70395916,3
stead_event_00314,hv70397626,2
stead_event_00316,hv70416522,4
stead_event_00317,hv70420532,5
stead_event_00318,hv70423887,4
stead_event_00319,hv70429722,3
stead_event_00321,hv70447517,4
stead_event_00322,hv70447632,2
stead_event_00323,hv70448697,2
stead_event_00324,hv70451057,1
stead_event_00325,hv70461537,1
stead_event_00326,hv70475557,5
stead_event_00328,hv70497302,1
stead_event_00329,hv70503637,4
stead_event_00330,hv60964161,3
stead_event_00331,hv60964166,3
stead_event_00332,hv60984166,3
stead_event_00333,hv60989531,5
stead_event_00334,hv60996411,4
stead_event_00336,hv61010506,4
stead_event_00337,hv61023526,1
stead_event_00339,hv61190256,4
stead_event_00342,hv61238131,5
stead_event_00343,hv61404066,3
stead_event_00345,hv61431046,2
stead_event_00346,hv61437156,4
stead_event_00350,hv61542831,2
stead_event_00351,hv61568526,4
stead_event_00353,hv61623926,5
stead_event_00354,hv61631096,1
stead_event_00356,hv61636536,3
stead_event_00357,hv61672961,1
stead_event_00358,hv61684426,4
stead_event_00359,hv61713536,4
stead_event_00362,hv61766326,3
stead_event_00365,hv61866736,4
stead_event_00366,hv61971871,2
stead_event_00368,hv62006361,2
stead_event_00369,hv62007486,2
stead_event_00370,hv62014031,1
stead_event_00371,hv62015441,1
stead_event_00373,12935306,4
stead_event_00374,17442844,5
stead_event_00375,603350930,1
stead_event_00376,603350930,1
stead_event_00379,607177816,1
stead_event_00380,607177816,1
stead_event_00381,607177816,1
stead_event_00382,600874530,1
stead_event_00383,600874530,1
stead_event_00384,600929713,1
stead_event_00385,600929713,1
stead_event_00386,600978636,5
stead_event_00389,601351778,3
stead_event_00390,601351778,3
stead_event_00391,600862014,1
stead_event_00392,600862014,1
stead_event_00393,601253314,2
stead_event_00394,601253314,2
stead_event_00395,601351798,3
stead_event_00396,601351798,3
stead_event_00401,602991745,3
stead_event_00406,601730063,2
stead_event_00407,601730063,2
stead_event_00409,601730131,2
stead_event_00410,601730131,2
stead_event_00411,602952257,5
stead_event_00412,602952257,5
stead_event_00416,602952344,1
stead_event_00418,602952357,5
stead_event_00419,602952357,5
stead_event_00420,601889391,4
stead_event_00421,602952373,1
stead_event_00424,603374515,5
stead_event_00425,603084634,2
stead_event_00426,603084634,2
stead_event_00427,603081285,3
stead_event_00428,603081285,3
stead_event_00429,603374580,2
stead_event_00431,603248061,3
stead_event_00432,603248061,3
stead_event_00433,603248569,1
stead_event_00434,603077591,5
stead_event_00435,603077591,5
stead_event_00438,605609723,4
stead_event_00439,605609723,4
stead_event_00440,603374643,4
stead_event_00443,603374667,5
stead_event_00444,603310010,3
stead_event_00445,603310010,3
stead_event_00446,603463363,2
stead_event_00447,603463363,2
stead_event_00449,603794207,1
stead_event_00450,603794207,1
stead_event_00451,603793264,5
stead_event_00452,603758901,2
stead_event_00453,603758915,3
stead_event_00454,603758915,3
stead_event_00455,603759111,3
stead_event_00456,603793326,5
stead_event_00457,603793372,5
stead_event_00458,605613081,2
stead_event_00459,605613081,2
stead_event_00460,603757232,5
stead_event_00461,603757232,5
stead_event_00462,603793476,5
stead_event_00463,603793476,5
stead_event_00464,603784908,4
stead_event_00467,604090810,2
stead_event_00468,604106204,4
stead_event_00469,604106204,4
stead_event_00470,604398772,4
stead_event_00471,604398772,4
stead_event_00472,604515719,2
stead_event_00473,604515724,2
stead_event_00475,606791983,1
stead_event_00476,12935306,4
stead_event_00477,603350930,1
stead_event_00478,603350930,1
stead_event_00482,607177816,1
stead_event_00483,607177816,1
stead_event_00484,609849690,5
stead_event_00485,609849690,5
stead_event_00490,12935306,4
stead_event_00491,600280017,2
stead_event_00492,15637536,1
stead_event_00497,603336626,3
stead_event_00498,603336626,3
stead_event_00499,603350930,1
stead_event_00500,603350930,1
stead_event_00501,609849690,5
stead_event_00502,609849690,5
stead_event_00507,ak011cmw3pq4,3
stead_event_00508,ak0126akymw4,4
stead_event_00509,607177816,1
stead_event_00510,607177816,1
stead_event_00511,607177816,1
stead_event_00513,7485001,5
stead_event_00516,8860013,1
stead_event_00519,12935306,4
stead_event_00520,600280017,2
stead_event_00523,16915368,5
stead_event_00524,17442844,5
stead_event_00525,600132850,4
stead_event_00526,600132850,4
stead_event_00529,ak0126akymw4,4
stead_event_00530,601468019,3
stead_event_00531,601468019,3
stead_event_00532,603336626,3
stead_event_00533,603336626,3
stead_event_00534,603244209,3
stead_event_00535,603244209,3
stead_event_00538,hv60911911,1
stead_event_00539,hv60923081,2
stead_event_00540,hv60924946,5
stead_event_00541,hv60984166,3
stead_event_00542,hv60986476,1
stead_event_00544,hv61010731,4
stead_event_00546,hv61190256,4
stead_event_00549,hv61253396,4
stead_event_00550,hv61408361,3
stead_event_00552,hv61542831,2
stead_event_00553,hv61553736,5
stead_event_00554,hv61568526,4
stead_event_00556,hv61623926,5
stead_event_00557,hv61631096,1
stead_event_00558,hv61636536,3
stead_event_00559,hv61658456,3
stead_event_00560,hv61684426,4
stead_event_00561,hv61713536,4
stead_event_00562,hv61715021,1
stead_event_00565,hv61766326,3
stead_event_00566,hv61804466,1
stead_event_00568,hv61916496,4
stead_event_00570,hv61971871,2
stead_event_00572,hv62007486,2
stead_event_00573,hv62015441,1
stead_event_00574,hv62016421,2
stead_event_00576,hv70261612,2
stead_event_00577,hv70259221,1
stead_event_00578,hv70282066,5
stead_event_00579,hv70331371,3
stead_event_00582,hv70396376,2
stead_event_00583,hv70397131,5
stead_event_00584,hv70442527,1
stead_event_00586,hv70478657,4
stead_event_00587,hv70494242,1
stead_event_00588,14342475,2
stead_event_00589,17239997,3
stead_event_00590,17239997,3
stead_event_00591,ld60020703,2
stead_event_00593,13340404,2
stead_event_00595,11623383,4
stead_event_00597,11476523,3
stead_event_00599,13434868,2
stead_event_00601,13839847,1
stead_event_00602,13840180,5
stead_event_00604,14752115,5
stead_event_00606,600014713,5
stead_event_00608,600928903,2
stead_event_00612,601264215,5
stead_event_00615,603940325,1
stead_event_00616,605117423,2
stead_event_00617,605117423,2
stead_event_00625,ci15243105,1
stead_event_00626,ci11243394,3
stead_event_00627,ci11244474,5
stead_event_00628,ci11284746,4
stead_event_00629,ci11284746,4
stead_event_00631,ci15394457,4
stead_event_00632,ci15471641,2
stead_event_00635,nn00410486,3
stead_event_00636,13388254,2
stead_event_00637,13681341,3
stead_event_00640,15636841,4
stead_event_00641,15010516,2
stead_event_00642,ak010cv38nkc,1
stead_event_00643,ak010dlmuw84,3
stead_event_00645,15919371,3
stead_event_00646,15895568,5
stead_event_00647,16151474,3
stead_event_00648,16151474,3
stead_event_00649,ak011xffbnc,5
stead_event_00657,606510940,5
stead_event_00658,606510940,5
stead_event_00659,606510940,5
stead_event_00660,606510940,5
stead_event_00664,606730337,2
stead_event_00665,606730337,2
stead_event_00666,606933767,5
stead_event_00667,606933767,5
stead_event_00668,606939528,4
stead_event_00669,606939528,4
stead_event_00670,606962351,3
stead_event_00671,606962351,3
stead_event_00672,606962351,3
stead_event_00676,13680032,5
stead_event_00677,13680045,4
stead_event_00682,17146674,4
stead_event_00683,14322930,5
stead_event_00684,14757199,4
stead_event_00685,14757199,4
stead_event_00686,14757388,3
stead_event_00687,14757389,1
stead_event_00689,14630602,4
stead_event_00690,14757470,4
stead_event_00691,14757473,3
stead_event_00692,14757480,3
stead_event_00693,14731012,5
stead_event_00694,16140997,1
stead_event_00695,16141135,4
stead_event_00696,16336935,1
stead_event_00697,15218471,5
stead_event_00698,600226145,1
stead_event_00700,16871596,2
stead_event_00701,16397336,4
stead_event_00702,16397336,4
stead_event_00703,17497818,3
stead_event_00704,17497818,3
stead_event_00705,600085142,5
stead_event_00706,600085142,5
stead_event_00707,17491143,5
stead_event_00708,600085210,2
stead_event_00709,600845610,1
stead_event_00710,600845610,1
stead_event_00711,601215939,2
stead_event_00712,602860109,1
stead_event_00713,602860109,1
stead_event_00714,602860115,1
stead_event_00715,602860115,1
stead_event_00716,602860115,1
stead_event_00717,602860115,1
stead_event_00722,603806943,1
stead_event_00723,603806943,1
stead_event_00724,603757041,2
stead_event_00725,603757041,2
stead_event_00726,603918277,2
stead_event_00727,603918277,2
stead_event_00729,ak17149379,1
stead_event_00730,ak19299578,5
stead_event_00731,ak19771635,5
stead_event_00732,ak19796406,4
stead_event_00733,584213,3
stead_event_00734,572214,3
stead_event_00736,ak0128go1thk,1
stead_event_00738,ak010fkzp8oa,2
stead_event_00739,16501894,5
stead_event_00742,606183937,1
stead_event_00743,606183937,1
stead_event_00744,606184834,4
stead_event_00745,606184834,4
stead_event_00746,606185115,3
stead_event_00747,604162156,3
stead_event_00748,604162156,3
stead_event_00749,606441677,4
stead_event_00750,606441677,4
stead_event_00751,606445199,3
stead_event_00752,13486552,1
stead_event_00753,11475823,4
stead_event_00754,13992335,3
stead_event_00755,11499509,2
stead_event_00757,12654261,5
stead_event_00758,13894230,1
stead_event_00759,14280628,1
stead_event_00761,603389939,1
stead_event_00762,603389939,1
stead_event_00763,604441092,4
stead_event_00764,604441092,4
stead_event_00765,pr2018175002,2
stead_event_00767,11513792,1
stead_event_00768,12950237,4
stead_event_00769,12950317,1
stead_event_00770,12921452,3
stead_event_00771,12921611,3
stead_event_00772,12099640,1
stead_event_00773,14711421,1
stead_event_00774,12099760,3
stead_event_00775,13397363,5
stead_event_00776,13397870,5
stead_event_00778,13398568,4
stead_event_00779,13400122,5
stead_event_00780,13401455,2
stead_event_00781,14188990,5
stead_event_00782,14189018,4
stead_event_00783,12084496,3
stead_event_00784,14190802,4
stead_event_00785,12742562,1
stead_event_00787,14306260,2
stead_event_00788,14307050,5
stead_event_00789,14307897,2
stead_event_00790,15064792,3
stead_event_00791,14752238,1
stead_event_00793,14003856,2
stead_event_00795,14756757,2
stead_event_00796,14756856,5
stead_event_00797,14757556,4
stead_event_00800,16334314,2
stead_event_00801,16334314,2
stead_event_00802,16334322,1
stead_event_00803,16141447,4
stead_event_00804,601506109,1
stead_event_00805,601506109,1
stead_event_00806,602606103,5
stead_event_00807,602606103,5
stead_event_00808,604648532,3
stead_event_00809,604648532,3
stead_event_00814,4146876,2
stead_event_00816,6949504,5
stead_event_00817,7074224,3
stead_event_00818,7136953,1
stead_event_00820,7749969,4
stead_event_00821,8035894,4
stead_event_00822,8760967,1
stead_event_00825,12951155,4
stead_event_00826,11163292,4
stead_event_00829,11813801,1
stead_event_00832,12089196,5
stead_event_00834,16152433,2
stead_event_00835,16505265,5
stead_event_00836,16194207,5
stead_event_00838,14835883,2
stead_event_00839,14835964,3
stead_event_00842,13903783,5
stead_event_00843,12576608,3
stead_event_00844,12576612,5
stead_event_00846,12576617,4
stead_event_00847,12576618,2
stead_event_00848,14836840,3
stead_event_00849,12579678,3
stead_event_00850,12576624,4
stead_event_00851,12576626,2
stead_event_00852,14836981,4
stead_event_00853,12576627,5
stead_event_00855,12576635,1
stead_event_00856,12576636,5
stead_event_00857,12576638,4
stead_event_00858,12934730,4
stead_event_00859,12934730,4
stead_event_00860,12576640,5
stead_event_00861,16194279,4
stead_event_00863,12100605,3
stead_event_00867,12100820,2
stead_event_00869,12742086,1
stead_event_00870,12105713,5
stead_event_00871,12105715,5
stead_event_00872,16194316,3
stead_event_00874,12105724,3
stead_event_00875,12105726,4
stead_event_00877,16194319,3
stead_event_00878,16194321,4
stead_event_00879,14839033,2
stead_event_00880,12576674,2
stead_event_00882,12576732,1
stead_event_00883,13438270,2
stead_event_00884,12742123,3
stead_event_00885,12578482,1
stead_event_00886,12578488,4
stead_event_00887,12578491,4
stead_event_00888,12742141,3
stead_event_00889,12579300,4
stead_event_00891,12581806,3
stead_event_00892,12581808,4
stead_event_00893,12742170,3
stead_event_00894,16194344,4
stead_event_00895,12581811,4
stead_event_00896,14840528,5
stead_event_00897,12742180,1
stead_event_00898,16194346,3
stead_event_00899,12581884,2
stead_event_00904,12582186,4
stead_event_00905,12582359,4
stead_event_00906,12582403,3
stead_event_00907,13438490,1
stead_event_00908,12582637,5
stead_event_00909,12582975,4
stead_event_00910,12583053,1
stead_event_00912,12583067,4
stead_event_00913,12583389,5
stead_event_00914,12590220,4
stead_event_00915,12590738,1
stead_event_00916,12590739,2
stead_event_00917,12597518,5
stead_event_00918,12601060,3
stead_event_00920,12601069,4
stead_event_00921,12609853,3
stead_event_00922,14843868,2
stead_event_00923,12610906,3
stead_event_00924,12610907,5
stead_event_00925,12612931,3
stead_event_00926,12638914,3
stead_event_00931,12692663,1
stead_event_00932,12692673,3
stead_event_00934,12738686,1
stead_event_00935,14847292,4
stead_event_00936,12742681,2
stead_event_00939,12747050,2
stead_event_00942,12754083,2
stead_event_00943,12784423,2
stead_event_00946,12792211,3
stead_event_00947,12794021,2
stead_event_00949,12821492,2
stead_event_00950,12824921,4
stead_event_00951,12854297,2
stead_event_00952,12862188,5
stead_event_00956,12977504,3
stead_event_00957,13115762,5
stead_event_00958,13201567,3
stead_event_00961,13217750,3
stead_event_00963,13217765,3
stead_event_00964,13217776,5
stead_event_00965,16439391,4
stead_event_00966,13231845,4
stead_event_00967,13279129,5
stead_event_00968,13279148,5
stead_event_00969,13903813,5
stead_event_00970,13307356,1
stead_event_00971,13324932,5
stead_event_00974,13347186,2
stead_event_00975,13354234,3
stead_event_00976,13361328,3
stead_event_00977,16521783,1
stead_event_00978,13380899,3
stead_event_00979,13380899,3
stead_event_00980,13380900,2
stead_event_00982,13441790,4
stead_event_00983,13524837,4
stead_event_00988,14725145,4
stead_event_00989,15139903,1
stead_event_00990,15139908,1
stead_event_00991,15145214,4
stead_event_00992,15154866,4
stead_event_00994,604441582,1
stead_event_00995,7163048,2
stead_event_00996,7225749,3
stead_event_00997,7228239,1
stead_event_00998,7247120,2
stead_event_00999,7255204,3
stead_event_01003,7391104,3
stead_event_01004,7404705,3
stead_event_01005,7405485,5
stead_event_01006,7422262,4
stead_event_01007,7434202,4
stead_event_01008,7443286,4
stead_event_01012,7549434,3
stead_event_01013,7363733,4
stead_event_01014,8528512,2
stead_event_01017,8193062,5
stead_event_01018,10601831,4
stead_event_01019,10603967,2
stead_event_01020,10607397,1
stead_event_01021,10611393,5
stead_event_01023,10612529,1
stead_event_01024,10613112,5
stead_event_01025,8504432,3
stead_event_01026,8530535,2
stead_event_01027,8566457,2
stead_event_01028,8566681,1
stead_event_01029,8505730,3
stead_event_01030,8953256,5
stead_event_01031,11121469,4
stead_event_01033,9135588,3
stead_event_01034,9135869,5
stead_event_01035,9135869,5
stead_event_01037,11496118,3
stead_event_01038,11502913,1
stead_event_01039,11920698,2
stead_event_01041,12648829,2
stead_event_01043,12667148,4
stead_event_01044,12764293,4
stead_event_01045,12765737,2
stead_event_01046,12766853,2
stead_event_01047,12807062,4
stead_event_01048,12813248,5
stead_event_01049,12956191,1
stead_event_01050,12964777,1
stead_event_01054,13239414,2
stead_event_01056,13240780,5
stead_event_01057,13250381,2
stead_event_01060,13260195,4
stead_event_01063,13485320,3
stead_event_01064,13487322,2
stead_event_01065,11152270,5
stead_event_01066,11152314,4
stead_event_01067,13229116,2
stead_event_01068,11381878,1
stead_event_01069,11381894,3
stead_event_01070,11514156,5
stead_event_01071,12951326,1
stead_event_01073,12099726,5
stead_event_01075,11525549,5
stead_event_01076,11661161,1
stead_event_01078,13434526,2
stead_event_01079,13435093,1
stead_event_01080,13437418,1
stead_event_01082,13568416,4
stead_event_01083,13839692,5
stead_event_01084,13839898,2
stead_event_01085,13839898,2
stead_event_01087,13840153,5
stead_event_01088,13840260,1
stead_event_01089,13840341,5
stead_event_01090,13841374,1
stead_event_01094,14090863,5
stead_event_01095,14611621,1
stead_event_01100,600090413,2
stead_event_01102,14624634,2
stead_event_01103,14758125,1
stead_event_01104,15898539,3
stead_event_01105,15080018,5
stead_event_01106,15808238,1
stead_event_01107,15646503,4
stead_event_01108,15808819,5
stead_event_01109,15974813,1
stead_event_01110,15974865,4
stead_event_01112,15975416,3
stead_event_01113,15976015,2
stead_event_01114,15976048,3
stead_event_01115,15520080,1
stead_event_01117,16319910,2
stead_event_01118,15965576,4
stead_event_01119,15965576,4
stead_event_01120,16032681,4
stead_event_01121,16158929,4
stead_event_01122,16160529,4
stead_event_01124,16552802,4
stead_event_01125,16552802,4
stead_event_01126,17544829,2
stead_event_01127,600015024,1
stead_event_01128,600015024,1
stead_event_01129,600015024,1
stead_event_01130,600056444,5
stead_event_01132,600821344,1
stead_event_01133,600981804,2
stead_event_01134,601032756,3
stead_event_01135,601032756,3
stead_event_01136,601768484,1
stead_event_01138,601869704,5
stead_event_01139,601991496,3
stead_event_01140,601991944,2
stead_event_01142,602566154,2
stead_event_01143,602445075,4
stead_event_01144,602445075,4
stead_event_01145,602736067,5
stead_event_01146,602748753,4
stead_event_01147,602748753,4
stead_event_01148,602748753,4
stead_event_01149,602917692,5
stead_event_01151,603983905,1
stead_event_01152,603984303,5
stead_event_01153,603984303,5
stead_event_01158,604103199,3
stead_event_01159,604104174,2
stead_event_01160,604104325,5
stead_event_01164,15188226,1
stead_event_01165,16484107,2
stead_event_01166,602356054,2
stead_event_01167,603981364,5
stead_event_01168,603984450,3
stead_event_01169,606443708,5
stead_event_01170,607724131,5
stead_event_01171,607724652,5
stead_event_01172,15898586,5
stead_event_01176,16319041,1
stead_event_01177,600012958,5
stead_event_01179,nm610425,5
stead_event_01180,606963938,1
stead_event_01181,606963938,1
stead_event_01182,606963938,1
stead_event_01183,606963938,1
stead_event_01184,nm60160937,5
stead_event_01185,14573046,3
stead_event_01186,16016728,3
stead_event_01188,17530115,1
stead_event_01194,600703403,1
stead_event_01195,600703403,1
stead_event_01196,601224566,4
stead_event_01197,601224566,4
stead_event_01198,601170933,4
stead_event_01199,601170938,1
stead_event_01200,601170938,1
stead_event_01201,601109598,4
stead_event_01202,601109598,4
stead_event_01203,601122006,2
stead_event_01208,601713915,2
stead_event_01211,601840298,2
stead_event_01212,601840298,2
stead_event_01213,603273129,4
stead_event_01214,602356222,3
stead_event_01215,602358359,3
stead_event_01216,602583922,5
stead_event_01217,602583922,5
stead_event_01218,602560580,2
stead_event_01219,602560580,2
stead_event_01220,602761323,1
stead_event_01221,602761323,1
stead_event_01222,603981271,5
stead_event_01227,604100830,3
stead_event_01228,604101080,3
stead_event_01229,604101080,3
stead_event_01230,604103514,3
stead_event_01231,604103514,3
stead_event_01232,603794892,5
stead_event_01233,603794892,5
stead_event_01234,604009333,2
stead_event_01235,604056056,4
stead_event_01236,604172026,4
stead_event_01237,606441778,5
stead_event_01238,606441833,2
stead_event_01239,606442850,4
stead_event_01240,606443015,4
stead_event_01241,606443318,3
stead_event_01250,ci15190441,3
stead_event_01251,ci11338050,4
stead_event_01252,8358327,4
stead_event_01253,11499509,2
stead_event_01255,13894230,1
stead_event_01256,13898373,2
stead_event_01258,12921036,5
stead_event_01259,12921310,1
stead_event_01260,14593988,4
stead_event_01261,12921588,3
stead_event_01262,12921657,3
stead_event_01263,12099731,1
stead_event_01265,13397029,1
stead_event_01266,13397363,5
stead_event_01267,13397870,5
stead_event_01268,13401010,4
stead_event_01270,14188784,4
stead_event_01271,14189018,4
stead_event_01272,14189804,3
stead_event_01274,14191157,4
stead_event_01276,14306213,5
stead_event_01277,15139283,2
stead_event_01279,602726488,4
stead_event_01280,602726488,4
stead_event_01281,602359420,5
stead_event_01282,602359420,5
stead_event_01283,602359420,5
stead_event_01284,602359420,5
stead_event_01285,603807476,2
stead_event_01288,603808388,4
stead_event_01289,603808388,4
stead_event_01290,603808393,4
stead_event_01291,603808413,5
stead_event_01292,603310337,1
stead_event_01293,603463302,5
stead_event_01296,603463308,4
stead_event_01297,603463308,4
stead_event_01298,603309053,5
stead_event_01299,603309053,5
stead_event_01300,603499254,1
stead_event_01301,603499254,1
stead_event_01303,603808477,1
stead_event_01304,603808477,1
stead_event_01305,603808481,2
stead_event_01306,603499264,4
stead_event_01307,603499264,4
stead_event_01308,603499264,4
stead_event_01309,603499264,4
stead_event_01312,603808634,5
stead_event_01313,603808634,5
stead_event_01314,603311525,4
stead_event_01315,603311525,4
stead_event_01316,603499328,3
stead_event_01317,603499328,3
stead_event_01320,603808693,2
stead_event_01321,603808693,2
stead_event_01322,608588548,2
stead_event_01323,608588548,2
stead_event_01324,603499356,4
stead_event_01327,603335451,1
stead_event_01328,603335451,1
stead_event_01329,603499508,5
stead_event_01330,603499508,5
stead_event_01331,608588562,5
stead_event_01332,608588562,5
stead_event_01335,603463919,4
stead_event_01336,603808946,4
stead_event_01337,603808946,4
stead_event_01338,603808979,5
stead_event_01339,603808979,5
stead_event_01344,609059396,3
stead_event_01347,603438465,1
stead_event_01348,603438465,1
stead_event_01351,601675884,5
stead_event_01353,10909810,5
stead_event_01354,10954462,1
stead_event_01356,11670602,1
stead_event_01358,601830341,5
stead_event_01359,602213372,1
stead_event_01360,603054801,5
stead_event_01367,607120300,1
stead_event_01368,607120300,1
stead_event_01369,607120300,1
stead_event_01370,14756518,2
stead_event_01371,14757341,3
stead_event_01372,16333273,1
stead_event_01373,16867614,4
stead_event_01376,603048481,4
stead_event_01377,603048481,4
stead_event_01378,603819232,5
stead_event_01379,603819232,5
stead_event_01380,604858031,3
stead_event_01382,11324127,1
stead_event_01383,11324287,3
