event_id,source_id,role
stead_event_00557,hv61631096,inner_val
stead_event_00558,hv61636536,fit
stead_event_00559,hv61658456,fit
stead_event_00560,hv61684426,fit
stead_event_00561,hv61713536,fit
stead_event_00562,hv61715021,fit
stead_event_00565,hv61766326,fit
stead_event_00566,hv61804466,fit
stead_event_00568,hv61916496,inner_val
stead_event_00570,hv61971871,held
stead_event_00572,hv62007486,held
stead_event_00573,hv62015441,fit
stead_event_00574,hv62016421,held
stead_event_00576,hv70261612,held
stead_event_00577,hv70259221,fit
stead_event_00578,hv70282066,fit
stead_event_00579,hv70331371,fit
stead_event_00582,hv70396376,held
stead_event_00583,hv70397131,fit
stead_event_00584,hv70442527,fit
stead_event_00586,hv70478657,fit
stead_event_00587,hv70494242,inner_val
stead_event_00588,14342475,held
stead_event_00589,17239997,fit
stead_event_00590,17239997,fit
stead_event_00591,ld60020703,held
stead_event_00593,13340404,held
stead_event_00595,11623383,fit
stead_event_00597,11476523,inner_val
stead_event_00599,13434868,held
stead_event_00601,13839847,fit
stead_event_00602,13840180,inner_val
stead_event_00604,14752115,fit
stead_event_00606,600014713,fit
stead_event_00608,600928903,held
stead_event_00612,601264215,inner_val
stead_event_00615,603940325,fit
stead_event_00616,605117423,held
stead_event_00617,605117423,held
stead_event_00625,ci15243105,fit
stead_event_00626,ci11243394,fit
stead_event_00627,ci11244474,fit
stead_event_00628,ci11284746,fit
stead_event_00629,ci11284746,fit
stead_event_00631,ci15394457,fit
stead_event_00632,ci15471641,held
stead_event_00635,nn00410486,fit
stead_event_00636,13388254,held
stead_event_00637,13681341,inner_val
stead_event_00640,15636841,fit
stead_event_00641,15010516,held
stead_event_00642,ak010cv38nkc,fit
stead_event_00643,ak010dlmuw84,fit
stead_event_00645,15919371,fit
stead_event_00646,15895568,fit
stead_event_00647,16151474,fit
stead_event_00648,16151474,fit
stead_event_00649,ak011xffbnc,fit
stead_event_00657,606510940,fit
stead_event_00658,606510940,fit
stead_event_00659,606510940,fit
stead_event_00660,606510940,fit
stead_event_00664,606730337,held
stead_event_00665,606730337,held
stead_event_00666,606933767,fit
stead_event_00667,606933767,fit
stead_event_00668,606939528,fit
stead_event_00669,606939528,fit
stead_event_00670,606962351,inner_val
stead_event_00671,606962351,inner_val
stead_event_00672,606962351,inner_val
stead_event_00676,13680032,inner_val
stead_event_00677,13680045,fit
stead_event_00682,17146674,inner_val
stead_event_00683,14322930,fit
stead_event_00684,14757199,fit
stead_event_00685,14757199,fit
stead_event_00686,14757388,fit
stead_event_00687,14757389,fit
stead_event_00689,14630602,fit
stead_event_00690,14757470,fit
stead_event_00691,14757473,inner_val
stead_event_00692,14757480,fit
stead_event_00693,14731012,fit
stead_event_00694,16140997,fit
stead_event_00695,16141135,fit
stead_event_00696,16336935,fit
stead_event_00697,15218471,inner_val
stead_event_00698,600226145,fit
stead_event_00700,16871596,held
stead_event_00701,16397336,inner_val
stead_event_00702,16397336,inner_val
stead_event_00703,17497818,fit
stead_event_00704,17497818,fit
stead_event_00705,600085142,fit
stead_event_00706,600085142,fit
stead_event_00707,17491143,fit
stead_event_00708,600085210,held
stead_event_00709,600845610,fit
stead_event_00710,600845610,fit
stead_event_00711,601215939,held
stead_event_00712,602860109,fit
stead_event_00713,602860109,fit
stead_event_00714,602860115,fit
stead_event_00715,602860115,fit
stead_event_00716,602860115,fit
stead_event_00717,602860115,fit
stead_event_00722,603806943,fit
stead_event_00723,603806943,fit
stead_event_00724,603757041,held
stead_event_00725,603757041,held
stead_event_00726,603918277,held
stead_event_00727,603918277,held
stead_event_00729,ak17149379,fit
stead_event_00730,ak19299578,fit
stead_event_00731,ak19771635,fit
stead_event_00732,ak19796406,fit
stead_event_00733,584213,fit
stead_event_00734,572214,fit
stead_event_00736,ak0128go1thk,fit
stead_event_00738,ak010fkzp8oa,held
stead_event_00739,16501894,fit
stead_event_00742,606183937,fit
stead_event_00743,606183937,fit
stead_event_00744,606184834,fit
stead_event_00745,606184834,fit
stead_event_00746,606185115,fit
stead_event_00747,604162156,inner_val
stead_event_00748,604162156,inner_val
stead_event_00749,606441677,fit
stead_event_00750,606441677,fit
stead_event_00751,606445199,fit
stead_event_00752,13486552,fit
stead_event_00753,11475823,inner_val
stead_event_00754,13992335,fit
stead_event_00755,11499509,held
stead_event_00757,12654261,inner_val
stead_event_00758,13894230,fit
stead_event_00759,14280628,inner_val
stead_event_00761,603389939,inner_val
stead_event_00762,603389939,inner_val
stead_event_00763,604441092,fit
stead_event_00764,604441092,fit
stead_event_00765,pr2018175002,held
stead_event_00767,11513792,fit
stead_event_00768,12950237,inner_val
stead_event_00769,12950317,fit
stead_event_00770,12921452,fit
stead_event_00771,12921611,fit
stead_event_00772,12099640,fit
stead_event_00773,14711421,fit
stead_event_00774,12099760,fit
stead_event_00775,13397363,inner_val
stead_event_00776,13397870,fit
stead_event_00778,13398568,fit
stead_event_00779,13400122,fit
stead_event_00780,13401455,held
stead_event_00781,14188990,fit
stead_event_00782,14189018,fit
stead_event_00783,12084496,fit
stead_event_00784,14190802,fit
stead_event_00785,12742562,fit
stead_event_00787,14306260,held
stead_event_00788,14307050,fit
stead_event_00789,14307897,held
stead_event_00790,15064792,fit
stead_event_00791,14752238,fit
stead_event_00793,14003856,held
stead_event_00795,14756757,held
stead_event_00796,14756856,fit
stead_event_00797,14757556,fit
stead_event_00800,16334314,held
stead_event_00801,16334314,held
stead_event_00802,16334322,fit
stead_event_00803,16141447,fit
stead_event_00804,601506109,fit
stead_event_00805,601506109,fit
stead_event_00806,602606103,fit
stead_event_00807,602606103,fit
stead_event_00808,604648532,fit
stead_event_00809,604648532,fit
stead_event_00814,4146876,held
stead_event_00816,6949504,fit
stead_event_00817,7074224,fit
stead_event_00818,7136953,fit
stead_event_00820,7749969,fit
stead_event_00821,8035894,fit
stead_event_00822,8760967,fit
stead_event_00825,12951155,fit
stead_event_00826,11163292,fit
stead_event_00829,11813801,fit
stead_event_00832,12089196,fit
stead_event_00834,16152433,held
stead_event_00835,16505265,fit
stead_event_00836,16194207,fit
stead_event_00838,14835883,held
stead_event_00839,14835964,fit
stead_event_00842,13903783,fit
stead_event_00843,12576608,fit
stead_event_00844,12576612,fit
stead_event_00846,12576617,fit
stead_event_00847,12576618,held
stead_event_00848,14836840,fit
stead_event_00849,12579678,fit
stead_event_00850,12576624,fit
stead_event_00851,12576626,held
stead_event_00852,14836981,fit
stead_event_00853,12576627,fit
stead_event_00855,12576635,fit
stead_event_00856,12576636,fit
stead_event_00857,12576638,fit
stead_event_00858,12934730,fit
stead_event_00859,12934730,fit
stead_event_00860,12576640,inner_val
stead_event_00861,16194279,fit
stead_event_00863,12100605,fit
stead_event_00867,12100820,held
stead_event_00869,12742086,fit
stead_event_00870,12105713,fit
stead_event_00871,12105715,fit
stead_event_00872,16194316,fit
stead_event_00874,12105724,fit
stead_event_00875,12105726,fit
stead_event_00877,16194319,fit
stead_event_00878,16194321,fit
stead_event_00879,14839033,held
stead_event_00880,12576674,held
stead_event_00882,12576732,fit
stead_event_00883,13438270,held
stead_event_00884,12742123,fit
stead_event_00885,12578482,fit
stead_event_00886,12578488,fit
stead_event_00887,12578491,fit
stead_event_00888,12742141,fit
stead_event_00889,12579300,fit
stead_event_00891,12581806,fit
stead_event_00892,12581808,fit
stead_event_00893,12742170,fit
stead_event_00894,16194344,fit
stead_event_00895,12581811,fit
stead_event_00896,14840528,fit
stead_event_00897,12742180,inner_val
stead_event_00898,16194346,fit
stead_event_00899,12581884,held
stead_event_00904,12582186,inner_val
stead_event_00905,12582359,fit
stead_event_00906,12582403,inner_val
stead_event_00907,13438490,fit
stead_event_00908,12582637,fit
stead_event_00909,12582975,fit
stead_event_00910,12583053,fit
stead_event_00912,12583067,fit
stead_event_00913,12583389,fit
stead_event_00914,12590220,inner_val
stead_event_00915,12590738,fit
stead_event_00916,12590739,held
stead_event_00917,12597518,inner_val
stead_event_00918,12601060,fit
stead_event_00920,12601069,fit
stead_event_00921,12609853,fit
stead_event_00922,14843868,held
stead_event_00923,12610906,fit
stead_event_00924,12610907,fit
stead_event_00925,12612931,inner_val
stead_event_00926,12638914,inner_val
stead_event_00931,12692663,fit
stead_event_00932,12692673,fit
stead_event_00934,12738686,fit
stead_event_00935,14847292,fit
stead_event_00936,12742681,held
stead_event_00939,12747050,held
stead_event_00942,12754083,held
stead_event_00943,12784423,held
stead_event_00946,12792211,inner_val
stead_event_00947,12794021,held
stead_event_00949,12821492,held
stead_event_00950,12824921,fit
stead_event_00951,12854297,held
stead_event_00952,12862188,fit
stead_event_00956,12977504,inner_val
stead_event_00957,13115762,fit
stead_event_00958,13201567,inner_val
stead_event_00961,13217750,fit
stead_event_00963,13217765,fit
stead_event_00964,13217776,fit
stead_event_00965,16439391,fit
stead_event_00966,13231845,fit
stead_event_00967,13279129,inner_val
stead_event_00968,13279148,inner_val
stead_event_00969,13903813,inner_val
stead_event_00970,13307356,fit
stead_event_00971,13324932,fit
stead_event_00974,13347186,held
stead_event_00975,13354234,fit
stead_event_00976,13361328,fit
stead_event_00977,16521783,fit
stead_event_00978,13380899,fit
stead_event_00979,13380899,fit
stead_event_00980,13380900,held
stead_event_00982,13441790,fit
stead_event_00983,13524837,fit
stead_event_00988,14725145,inner_val
stead_event_00989,15139903,fit
stead_event_00990,15139908,fit
stead_event_00991,15145214,fit
stead_event_00992,15154866,fit
stead_event_00994,604441582,fit
stead_event_00995,7163048,held
stead_event_00996,7225749,fit
stead_event_00997,7228239,fit
stead_event_00998,7247120,held
stead_event_00999,7255204,fit
stead_event_01003,7391104,fit
stead_event_01004,7404705,fit
stead_event_01005,7405485,fit
stead_event_01006,7422262,fit
stead_event_01007,7434202,fit
stead_event_01008,7443286,fit
stead_event_01012,7549434,inner_val
stead_event_01013,7363733,fit
stead_event_01014,8528512,held
stead_event_01017,8193062,fit
stead_event_01018,10601831,inner_val
stead_event_01019,10603967,held
stead_event_01020,10607397,fit
stead_event_01021,10611393,inner_val
stead_event_01023,10612529,fit
stead_event_01024,10613112,fit
stead_event_01025,8504432,inner_val
stead_event_01026,8530535,held
stead_event_01027,8566457,held
stead_event_01028,8566681,fit
stead_event_01029,8505730,fit
stead_event_01030,8953256,fit
stead_event_01031,11121469,fit
stead_event_01033,9135588,fit
stead_event_01034,9135869,fit
stead_event_01035,9135869,fit
stead_event_01037,11496118,fit
stead_event_01038,11502913,inner_val
stead_event_01039,11920698,held
stead_event_01041,12648829,held
stead_event_01043,12667148,fit
stead_event_01044,12764293,fit
stead_event_01045,12765737,held
stead_event_01046,12766853,held
stead_event_01047,12807062,inner_val
stead_event_01048,12813248,fit
stead_event_01049,12956191,fit
stead_event_01050,12964777,inner_val
stead_event_01054,13239414,held
stead_event_01056,13240780,fit
stead_event_01057,13250381,held
stead_event_01060,13260195,fit
stead_event_01063,13485320,inner_val
stead_event_01064,13487322,held
stead_event_01065,11152270,fit
stead_event_01066,11152314,fit
stead_event_01067,13229116,held
stead_event_01068,11381878,fit
stead_event_01069,11381894,fit
stead_event_01070,11514156,fit
stead_event_01071,12951326,fit
stead_event_01073,12099726,fit
stead_event_01075,11525549,fit
stead_event_01076,11661161,inner_val
stead_event_01078,13434526,held
stead_event_01079,13435093,fit
stead_event_01080,13437418,inner_val
stead_event_01082,13568416,fit
stead_event_01083,13839692,fit
stead_event_01084,13839898,held
stead_event_01085,13839898,held
stead_event_01087,13840153,fit
stead_event_01088,13840260,fit
stead_event_01089,13840341,fit
stead_event_01090,13841374,fit
stead_event_01094,14090863,fit
stead_event_01095,14611621,fit
stead_event_01100,600090413,held
stead_event_01102,14624634,held
stead_event_01103,14758125,fit
stead_event_01104,15898539,fit
stead_event_01105,15080018,inner_val
stead_event_01106,15808238,fit
stead_event_01107,15646503,fit
stead_event_01108,15808819,inner_val
stead_event_01109,15974813,fit
stead_event_01110,15974865,fit
stead_event_01112,15975416,inner_val
stead_event_01113,15976015,held
stead_event_01114,15976048,fit
stead_event_01115,15520080,fit
stead_event_01117,16319910,held
stead_event_01118,15965576,fit
stead_event_01119,15965576,fit
stead_event_01120,16032681,fit
stead_event_01121,16158929,fit
stead_event_01122,16160529,inner_val
stead_event_01124,16552802,fit
stead_event_01125,16552802,fit
stead_event_01126,17544829,held
stead_event_01127,600015024,inner_val
stead_event_01128,600015024,inner_val
stead_event_01129,600015024,inner_val
stead_event_01130,600056444,fit
stead_event_01132,600821344,fit
stead_event_01133,600981804,held
stead_event_01134,601032756,fit
stead_event_01135,601032756,fit
stead_event_01136,601768484,fit
stead_event_01138,601869704,fit
stead_event_01139,601991496,fit
stead_event_01140,601991944,held
stead_event_01142,602566154,held
stead_event_01143,602445075,fit
stead_event_01144,602445075,fit
stead_event_01145,602736067,fit
stead_event_01146,602748753,fit
stead_event_01147,602748753,fit
stead_event_01148,602748753,fit
stead_event_01149,602917692,fit
stead_event_01151,603983905,inner_val
stead_event_01152,603984303,fit
stead_event_01153,603984303,fit
stead_event_01158,604103199,fit
stead_event_01159,604104174,held
stead_event_01160,604104325,fit
stead_event_01164,15188226,inner_val
stead_event_01165,16484107,held
stead_event_01166,602356054,held
stead_event_01167,603981364,fit
stead_event_01168,603984450,inner_val
stead_event_01169,606443708,fit
stead_event_01170,607724131,fit
stead_event_01171,607724652,fit
stead_event_01172,15898586,inner_val
stead_event_01176,16319041,fit
stead_event_01177,600012958,fit
stead_event_01179,nm610425,fit
stead_event_01180,606963938,fit
stead_event_01181,606963938,fit
stead_event_01182,606963938,fit
stead_event_01183,606963938,fit
stead_event_01184,nm60160937,fit
stead_event_01185,14573046,fit
stead_event_01186,16016728,fit
stead_event_01188,17530115,fit
stead_event_01194,600703403,fit
stead_event_01195,600703403,fit
stead_event_01196,601224566,fit
stead_event_01197,601224566,fit
stead_event_01198,601170933,fit
stead_event_01199,601170938,fit
stead_event_01200,601170938,fit
stead_event_01201,601109598,fit
stead_event_01202,601109598,fit
stead_event_01203,601122006,held
stead_event_01208,601713915,held
stead_event_01211,601840298,held
stead_event_01212,601840298,held
stead_event_01213,603273129,fit
stead_event_01214,602356222,fit
stead_event_01215,602358359,fit
stead_event_01216,602583922,fit
stead_event_01217,602583922,fit
stead_event_01218,602560580,held
stead_event_01219,602560580,held
stead_event_01220,602761323,fit
stead_event_01221,602761323,fit
stead_event_01222,603981271,fit
stead_event_01227,604100830,fit
stead_event_01228,604101080,fit
stead_event_01229,604101080,fit
stead_event_01230,604103514,fit
stead_event_01231,604103514,fit
stead_event_01232,603794892,inner_val
stead_event_01233,603794892,inner_val
stead_event_01234,604009333,held
stead_event_01235,604056056,inner_val
stead_event_01236,604172026,inner_val
stead_event_01237,606441778,fit
stead_event_01238,606441833,held
stead_event_01239,606442850,fit
stead_event_01240,606443015,fit
stead_event_01241,606443318,fit
stead_event_01250,ci15190441,fit
stead_event_01251,ci11338050,inner_val
stead_event_01252,8358327,fit
stead_event_01253,11499509,held
stead_event_01255,13894230,fit
stead_event_01256,13898373,held
stead_event_01258,12921036,fit
stead_event_01259,12921310,inner_val
stead_event_01260,14593988,fit
stead_event_01261,12921588,fit
stead_event_01262,12921657,fit
stead_event_01263,12099731,inner_val
stead_event_01265,13397029,fit
stead_event_01266,13397363,inner_val
stead_event_01267,13397870,fit
stead_event_01268,13401010,inner_val
stead_event_01270,14188784,fit
stead_event_01271,14189018,fit
stead_event_01272,14189804,fit
stead_event_01274,14191157,fit
stead_event_01276,14306213,fit
stead_event_01277,15139283,held
stead_event_01279,602726488,fit
