event_id,sha256,matches,distinct_source_ids,expected_mapping_found,expected_trace,expected_source,matched_sources
stead_event_00054,bd9ccd01b243dcb9ceba202d3a537e0892ab7ac9c984014ae78571a1d6e7965f,1,1,True,AAM1.ZQ_20070625122500_EV,448605,448605
stead_event_00055,25498fe09ee27f42af853d081d1fe917fc68d6aa0e795efc4f770fc7ec06e113,1,1,True,AAM1.ZQ_20070625142212_EV,423377,423377
stead_event_00056,eaaa22348f0f6e50cfd30af9fdeb819b6d8d6b95c3af6499b83991731e7b8240,1,1,True,AAM1.ZQ_20070628131243_EV,338507,338507
stead_event_00057,315169378f46dceab96793571b4edfdf8831b2065a51a5d0978619683969be76,1,1,True,AAM1.ZQ_20070701203354_EV,429451,429451
stead_event_00058,a3563c145257ccf6e32521480b8fb73796dec59a6e49ca8c7fa01b71379ae798,1,1,True,AAM1.ZQ_20070704182619_EV,429464,429464
stead_event_00059,5877ab4d9b8501d833c03eb5953e455282ce5645dd61f3656155206644aaf878,1,1,True,AAM1.ZQ_20070715125712_EV,39672,39672
stead_event_00060,b57b211dd1d1a6c18e7bcdaf73cebb65863c4181ef6b70a89f6d3853d205ffba,1,1,True,AAM1.ZQ_20070724105542_EV,458578,458578
stead_event_00061,6e6611e9ed77a92744a84933f62459c613537003f37b123411f840e25139efac,1,1,True,AAM1.ZQ_20070725103350_EV,40969,40969
stead_event_00062,5caba7c4224230108e439c35774487e8eb325e658606dccec3d4565d883242da,1,1,True,AAM1.ZQ_20070818000315_EV,419718,419718
stead_event_00063,f44374b41e53898e32706cdd5e510ed4997a19ace02491e5af45477aa22a1524,1,1,True,AAM1.ZQ_20070822143627_EV,335476,335476
stead_event_00064,15487a5967ad7fc1992b19906f20183218ecebd26a17b8f58b25a167cc365e5b,1,1,True,AAM1.ZQ_20070825162727_EV,377479,377479
stead_event_00065,5da21f6d29cb25a980ec7ec8e4d48fa30f3072161254a6688fd54c6e8c86ba50,1,1,True,AAM1.ZQ_20070909211414_EV,427431,427431
stead_event_00066,8ac58c2654ebcaf1874d005d352c62d325808bd75394a644f835b121e4bf85ec,1,1,True,AAM1.ZQ_20070923090608_EV,413582,413582
stead_event_00067,3d265c379991ea2de6dcca13a12695b0a8f589ec099db127230fc2b1cbd9d803,1,1,True,AAM1.ZQ_20080409031410_EV,334594,334594
stead_event_00068,6f5cb3850062bf92d78377a2bd47cba85a2339775f5438a614f35a33a2572005,1,1,True,AAM1.ZQ_20080522180303_EV,392291,392291
stead_event_00069,c26cc23072eabc620b016b085e03b3edc7dd05f42d4e0ad28c7dc503660520e6,1,1,True,AAM1.ZQ_20080523161655_EV,428454,428454
stead_event_00070,249fab7ad991467adceb1055610526108fb6c267ab33a197f5ef61655252c991,1,1,True,AAM1.ZQ_20080610141603_EV,474506,474506
stead_event_00071,aeed61681f1fb13ebee5fb3c7e099a321d725e2c783052c753faab5f78578c62,1,1,True,AAM1.ZQ_20081121172256_EV,43425,43425
stead_event_00072,c38f72b8e6526e82828742991975fd45e0a1005ba9a0594ebed44ee5489f8038,1,1,True,AAM1.ZQ_20081122201503_EV,37441,37441
stead_event_00073,db51287fdfd21bb6330272bb3345b8ff8e3d1ac1df57fa1bab737ea18449e3b3,1,1,True,AAM1.ZQ_20081126160458_EV,432389,432389
stead_event_00074,3a735627c1a368eb2347dc56c21e6e59f9e109818e0df867262385125cd829ce,1,1,True,AAM1.ZQ_20081218202920_EV,441362,441362
stead_event_00075,7af875b2667c92299e59bc6cf48065e4cb46f95d0052015321fe3e326eaf1875,1,1,True,AAM1.ZQ_20081223193904_EV,458505,458505
stead_event_00076,ae718bd0a5ebd5cd38382a68f49693ef4051894c2956df2f7a30f966d3649214,1,1,True,AAM1.ZQ_20090312232814_EV,45392,45392
stead_event_00077,217c66236427ab6dd7e83a43de0f0c83fe827176c6485c6f150a320843d745cf,1,1,True,AAM1.ZQ_20090404055347_EV,36493,36493
stead_event_00078,be54b27429dd3d442e9466c701bb3e8c25537a98a9bdeeea1fd7a552db4abf47,1,1,True,AAM1.ZQ_20090404060121_EV,366492,366492
stead_event_00079,81c7d51e51e51698edcb98bdf925c3744214c28f3ea34a8b0886a238cd9258d0,1,1,True,AAM1.ZQ_20090426184454_EV,42768,42768
stead_event_00080,f341c97b26c9a550ab82ccb8ac40b2e27014e0cc42054914996e4dfe7a765f51,1,1,True,AAM2.ZQ_20070116222656_EV,378456,378456
stead_event_00081,cf33f48b763cb85824f9ab58539e9aa7c9a90657591ca0261d02c76920a168a4,1,1,True,AAM2.ZQ_20070125135922_EV,377378,377378
stead_event_00082,7791c39e3ea0dc2c05af3e03b12d39b30cf4887d9b6d52a75398ba13e5f7bed8,1,1,True,AAM2.ZQ_20070202040026_EV,42145,42145
stead_event_00083,82367f06a77c7e388430b043e18f482db1af559ddc050988e6b492c0f35b3441,1,1,True,AAM2.ZQ_20070404020758_EV,3887,3887
stead_event_00084,ecb9a84748852ff29ab8058e0087112784621256842ca29735b65cee095dda0a,1,1,True,AAM2.ZQ_20070601164725_EV,371473,371473
stead_event_00085,3ea54dc3d5cfd199efa87ca7fd99f4187e0c60353f52ca1483865752585e9329,1,1,True,AAM2.ZQ_20070608021228_EV,449393,449393
stead_event_00086,a2607a97a2376c88ddda3d65a43c23f372fc3f7d149030247408c1cde32899d2,1,1,True,AAM2.ZQ_20070612064430_EV,427423,427423
stead_event_00087,dd28ba385b5b0e4d3acd7e54fc27ac1c254a582319e107e800ab0eefcdeeca6d,1,1,True,AAM2.ZQ_20070614152113_EV,405375,405375
stead_event_00088,eca6d34f0eca30d2bcc8ce3122cb6e912ac2273f49686fb1ddaaa66886832d90,1,1,True,AAM2.ZQ_20070818000314_EV,419718,419718
stead_event_00089,de7896ed5bf07a0a910afe0ea002a22fddd0ddcd510e3e041118168ae64901b3,1,1,True,AAM2.ZQ_20070822143628_EV,335476,335476
stead_event_00090,7f9e76fea28df38cab6622f31fb237862655ba96aea8a215b135701795507221,1,1,True,AAM2.ZQ_20070825162727_EV,377479,377479
stead_event_00091,98503d924024cfdabaca7682ce0fbd396c8b2ddcb294b1eb1acab3a865d353b4,1,1,True,AAM2.ZQ_20070909211415_EV,427431,427431
stead_event_00092,50e0cd9ecc704216f483f59862b7f72f04e3b6990a29b3ba2db13e91f81e0be0,1,1,True,AAM2.ZQ_20070923090607_EV,413582,413582
stead_event_00093,f775f80614d88e4db8b250903e3ea771d784d5bc2d26cb497deaf0c5a7b91640,1,1,True,AAM2.ZQ_20080131065231_EV,408473,408473
stead_event_00094,2a9125a0dd4d56cae6c2a5e4ba88a2bf86f2729a8c5ea449dae2c34e7148262e,1,1,True,AAM2.ZQ_20080407094038_EV,197886,197886
stead_event_00095,815d9145588e1deb42103f9108ff338d44956ceb4f5242b604c92cd7eb3a7cce,1,1,True,AAM2.ZQ_20080409031409_EV,334594,334594
stead_event_00096,9b305d8dd97c43a814171d05839bfcafbdacae984f6fefefb99f7a0b27ba7ad1,1,1,True,AAM2.ZQ_20080706030018_EV,406475,406475
stead_event_00097,3bae7171fe2a700aad2bd06548cda14da0485b0e22966356e1495c5b521c7596,1,1,True,AAM2.ZQ_20080716055044_EV,419606,419606
stead_event_00098,a848d818dab4d66536a791f0c676d83d349c4bc61b08e230345a19da0163f6c7,1,1,True,AAM2.ZQ_20081121172257_EV,43425,43425
stead_event_00099,7e88c9c4129d923fe8bcb8dae026277aba7d5f3773338d75cf2971e1f576df29,1,1,True,AAM2.ZQ_20081122201504_EV,37441,37441
stead_event_00100,68feddef522a0f9da7e21965f9a2020cd3d7e5d23c6ba165fbcf68f37d6a17ae,1,1,True,AAM2.ZQ_20081218202922_EV,441362,441362
stead_event_00101,95544bf996bf4bc372b19b6ed15e6050ce533ab2d237c07c619787cba4d6cc20,1,1,True,AAM2.ZQ_20090212014654_EV,101667,101667
stead_event_00102,2e431a28af86d6137d189a3dea6c6d8c7ee2d93501d95040617de0b0690223d8,1,1,True,AAM2.ZQ_20090312232815_EV,45392,45392
stead_event_00103,0fe880d4b98e39059d0565c04536bd9490e7203b8727bd9ec271520f404dcb09,1,1,True,AAM2.ZQ_20090324133448_EV,495,495
stead_event_00104,12e38b4d517d753d8d3167f986ded39f1b879eca241c5bb9529f17bb6fd43aca,1,1,True,AAM2.ZQ_20090325134439_EV,428586,428586
stead_event_00105,dd0210bf4624b688995c1afaa7b66bd41f6a7f465eb4f4d3e1667f1608bc9086,1,1,True,AAM2.ZQ_20090404055347_EV,36493,36493
stead_event_00106,9a98bf1af25552cbd0c142e3ca5ae72cf5bda9fc6e06c8c41343b6ea656c8662,1,1,True,AAM2.ZQ_20090404060122_EV,366492,366492
stead_event_00107,1ca3e022389bf0455cf5ab22d7ca8ca1160a4c976f6b610f6112154f3afa8c9c,1,1,True,AAM3.ZQ_20070601164724_EV,371473,371473
stead_event_00108,1c5eeb0d99e4e8e39bdb716315d0c828215adc7bb900790283e3b3d6c9bed74b,1,1,True,AAM3.ZQ_20070608021228_EV,449393,449393
stead_event_00109,14a4abb0badc7a344345870e0fc148e3354329b2ee7eb6390e78a391c8e37fa8,1,1,True,AAM3.ZQ_20070612064430_EV,427423,427423
stead_event_00110,bcea3531abff20c24e3e44eacf79c72ec70d69737b58f07a87ee06bcce614bd1,1,1,True,AAM3.ZQ_20070614152112_EV,405375,405375
stead_event_00111,10cda1725592202f8f4700aaf513d365267fcf4ca7e16eb337d31bc169d9b1f0,1,1,True,AAM3.ZQ_20070625122500_EV,448605,448605
stead_event_00112,963a8531b86fb74367d5c484bfc1fcd8791e39e9ebef671fe96be18091b8aa67,1,1,True,AAM3.ZQ_20070625142212_EV,423377,423377
stead_event_00113,35c8c237c8d73c789b45ca0176a417875972f8b1bbc295ba9566d4bd8045125c,1,1,True,AAM3.ZQ_20070628131243_EV,338507,338507
stead_event_00114,899978a38eb325cbb6e1be525d022e5ea16d715f294a4df738174eb5f4b79e53,1,1,True,AAM3.ZQ_20070701203355_EV,429451,429451
stead_event_00115,fa36964e56e0cef83a8c34a820452e57f0b5ec0102d21e87ad9babb88093493c,1,1,True,AAM3.ZQ_20070704182620_EV,429464,429464
stead_event_00116,276e5f87dccd0533e8dab59cedc8617d3fbbaa8ad9de9028d2334cef40c85a45,1,1,True,AAM3.ZQ_20070707153210_EV,423507,423507
stead_event_00117,be0c64401254e8df9b81a5fa1b7fb24588fc21d6f9cf29f3fd387b0e211a9379,1,1,True,AAM3.ZQ_20070710231438_EV,37255,37255
stead_event_00118,b43bd96e5c4946d47e972c76d90d11b875b3561de1727fc1eb83de9a97a5d650,1,1,True,AAM3.ZQ_20070715125712_EV,39672,39672
stead_event_00119,ffe41b5056db3a92ff0c8dcbcc0346a4f89a88bf59dae26e96f37510f2f416bf,1,1,True,AAM3.ZQ_20070724105542_EV,458578,458578
stead_event_00120,dae9aaa18218471630c68efc6fb8588b7f6061334ea2d4a26a3ec338191e5785,1,1,True,AAM3.ZQ_20070725103350_EV,40969,40969
stead_event_00121,cc163709436af97558cb0b3bcfeb158ebd9c17ff5e110347e89033e1b9a204b8,1,1,True,AAM3.ZQ_20070818000315_EV,419718,419718
stead_event_00122,249f72b0a595f26d2b4a38dcff663767e83d025b59edb0d14e44752b0cfc9a5f,1,1,True,AAM3.ZQ_20070822143626_EV,335476,335476
stead_event_00123,0a5c5988df8ab24f61a7195451c228e36c88b0c30519236af6309f83646bb590,1,1,True,AAM3.ZQ_20070825162726_EV,377479,377479
stead_event_00124,0029617617f7424bb5523a8343b5cdb48d2bba87fd22dd9d71f7e54d1f91c745,1,1,True,AAM3.ZQ_20070909211414_EV,427431,427431
stead_event_00125,7f86a2d02166a2489e7d7726ff3b26072cc5510664215c58e07d63ad939dd2db,1,1,True,AAM3.ZQ_20070917203431_EV,431338,431338
stead_event_00126,df7f95e2c22a9aaab10e57d06f2aeffd11b8d44959d2c232479ce367b84a99fb,1,1,True,AAM3.ZQ_20070923090608_EV,413582,413582
stead_event_00127,f0f86eb283885706143d9d34e1d1f49e5f415f8f85ee8d3c90258f807a215137,1,1,True,AAM3.ZQ_20080131065231_EV,408473,408473
stead_event_00128,68cac47fbb2fb0809c3e7d5a2c80bda4a8d04196e2dc7dca1fa24d3ed1455059,1,1,True,AAM3.ZQ_20080522180303_EV,392291,392291
stead_event_00129,e62ea39f2d169f1ceded6e70d5e98fa456b5ce63e5513ce32eee6d70ed08e417,1,1,True,AAM3.ZQ_20080523161656_EV,428454,428454
stead_event_00130,1f7e4507ef4e468a4b550bbe7a08fca48a5d172b6db4d161d25dc0a8b8ce38b7,1,1,True,AAM3.ZQ_20080610141604_EV,474506,474506
stead_event_00131,babe4a0827ccd9eed17f7664c0606dbf5d55ca1f50d3cfd6c60ae20ba793b7ca,1,1,True,AAM3.ZQ_20080706030018_EV,406475,406475
stead_event_00132,ac18d1e6b3b99c847a7b7bfd1fc9f527316a95b3bf986d8544b9ca54f622d396,1,1,True,AAM3.ZQ_20080710165223_EV,419463,419463
stead_event_00133,fd8fcba17aaa3f671a43e07eed5e9dbbf8682747a496abb8091188a96be268cc,1,1,True,AAM3.ZQ_20080716055045_EV,419606,419606
stead_event_00134,8882bd83edbc3a46beb0b8ca063329b6bcd673870ad24cc116cca50cdc4eab35,1,1,True,AAM3.ZQ_20081218202921_EV,441362,441362
stead_event_00135,a73d8cfd7c65472fc5afc0a5fb22987c797aa52f7bb3543e2cead62691f33c5b,1,1,True,AAM3.ZQ_20081223193905_EV,458505,458505
stead_event_00136,b08ad9b154e07df8594b435cee78c13362ca0dc4609cc43a4ce3d9e981626863,1,1,True,ABKAR.KZ_20081229095314_EV,12092789,12092789
stead_event_00137,2172c9fd8d3a99380955309566ccd34a2e0cdf2939902f6d85345c823c10a0c1,1,1,True,ABKAR.KZ_20090520112903_EV,12653337,12653337
stead_event_00138,3f5313ff5cb7cf40b52c6deb96ff8989afa2ae8619150530045cd0b288521af3,1,1,True,ABKAR.KZ_20100602123633_EV,99434884,99434884
stead_event_00139,345cd7e63c21a10f1fb8c640840edf1ee0f110a0a7f37da0f5d97e521ccd23b5,1,1,True,ABKAR.KZ_20120626123049_EV,33352332,33352332
stead_event_00140,d46257b84d36399a026d608fb98a6507b27b510a903810d2f816734e72c61351,1,1,True,ABVI.PR_20130123122113_EV,602347413,602347413
stead_event_00141,4b0a6dffb24b420de9d1c6c835affd0c8c7ea7ec954106a6b97037e84be1ca8b,1,1,True,ABVI.PR_20130123122115_EV,602347413,602347413
stead_event_00142,d727296527d0fed6b9c27ebc339218fde8b4547fd1ea5854e20b76f027bd4289,1,1,True,AC04.C1_20140522163733_EV,604652658,604652658
stead_event_00143,4d5da02ac395fe0e4758ef244b4e1f9edef834efbc3b20f5cfb5d6053e552d8f,1,1,True,AC04.C1_20140616231955_EV,606918008,606918008
stead_event_00144,c51c73d6efa8cd2266307c19d7b01fd0a9f3bee2703e07429f36bfcd529d126b,1,1,True,AC04.C1_20140619230118_EV,604751880,604751880
stead_event_00145,bda6e912cde95da4619558e00352bfb54acd80486499f7af96a4f59da27c6a86,1,1,True,AC04.C1_20140720063145_EV,604856436,604856436
stead_event_00146,cf0b7201340f247f2da7a11f2352ba06af88b83ed9dfa656f3e2a9f5dd14ef07,1,1,True,AC04.C1_20140720063148_EV,604856436,604856436
stead_event_00147,bd47e7303fe10066fd519297868fb16d30005b010fa757fa3f1cea2f8878aa1b,1,1,True,AC04.C1_20140819040730_EV,605416371,605416371
stead_event_00148,8e9f6fd6a433c103ceb70566c5946e3e4b639ed3e3b2811757b33b6101f268fe,1,1,True,AC04.C1_20150201102741_EV,606932637,606932637
stead_event_00149,e74719f4b1dbfe9c1737796b379a6064309e50df2cb253060a1f2dc30f9a6c9f,1,1,True,AC04.C1_20150201102744_EV,606932637,606932637
stead_event_00150,df37808ff2b1b2f203d1405f4335893a0ec561797c448fece9e67806f6cf1f90,1,1,True,AC04.C1_20150201102745_EV,606932637,606932637
stead_event_00151,e0acd5d4d0e08e1f1c69fbb16ed6b0a27a5873e6cabe7d7cc861ba3256108bf7,1,1,True,AC04.C1_20150201102746_EV,606932637,606932637
stead_event_00152,754b44d6533e78bb5247b20da63a66a63bce79ae049cf88800600f32212eab0f,1,1,True,AC04.C1_20150210122703_EV,606732084,606732084
stead_event_00153,6d5c6f27db7cdd3a7046ffacb1269fcdd00fbc90d07621cf68c6687ba86919d8,1,1,True,AC04.C1_20150210122704_EV,606732084,606732084
stead_event_00154,1413d395a729090720ff9a40e69b75d46c199a45853419439a2c29e357ccc06d,1,1,True,AC04.C1_20150210122707_EV,606732084,606732084
stead_event_00155,904c7590eb8cb3ebb23e47019cac669f8dc8181ff6465af1eff28ff612d89b9c,1,1,True,AC04.C1_20150314160351_EV,606831117,606831117
stead_event_00156,fb0ca73ca146307f2d60c2b3d0da6b76b1ba956896171d2828f68fea05bf68fd,1,1,True,AC04.C1_20150402074203_EV,610587346,610587346
stead_event_00157,c55b9827a4b4121e69aa7dd60a2a58262952d8341fa893c1ee9252fcd48d1cd4,1,1,True,AC04.C1_20150402074205_EV,610587346,610587346
stead_event_00158,4450a5fd7202522631b5bedacc6957129f45e790bfaf6d641a69d57fdbb1bae2,1,1,True,AC04.C1_20150429113415_EV,607215166,607215166
stead_event_00159,51fdbe50980d83c7823763f5c634b9fc53312c1d0c8ec7559d21c26c12f8b749,1,1,True,AC04.C1_20150429113416_EV,607215166,607215166
stead_event_00160,c777730888d76b2a22fa711954b51821b0f6d7925a13b5407047997fca1a2df7,1,1,True,AC04.C1_20150429113420_EV,607215166,607215166
stead_event_00161,89526fecbc6882e822251ea62c911a60dc23ea8cae904127ec821a7e01c061c5,1,1,True,ACCN.LD_20130825133307_EV,ld60047501,ld60047501
stead_event_00162,4b782882f06a51d136eed6ca197e1551137527c20189e2936e0d68bc240fed17,1,1,True,ACER.IV_20130917225636_EV,603441563,603441563
stead_event_00163,2d50b314abeeca1e9c8cf218cca1e6c34ca1deb01ea670a63e9110d4003ba93e,1,1,True,ACH.AV_20120925193401_EV,ak012cd72sd0,ak012cd72sd0
stead_event_00164,0f31a5fca9d429fc66ac8d975784aa13190543b5e86f4fac6424a5e881ee6bf6,1,1,True,ACH.AV_20180502003318_EV,ak19299578,ak19299578
stead_event_00165,0d7a3c43f1419463c132beff5f45afd2ab1aab2453e84abde0d64318394f6a1e,1,1,True,ACH.AV_20180607203142_EV,ak19771635,ak19771635
stead_event_00166,17b9ec2d60bfb95fb88ba6e33f64187a1cc696e57c00b2bf2b76981d71dc73f5,1,1,True,ACOM.NI_20111007091846_EV,17333898,17333898
stead_event_00167,40079719a58a27f7696ceea56960e5a31b851902347e0f1b440ecf0b35dab711,1,1,True,ACOM.NI_20130314095449_EV,604373274,604373274
stead_event_00168,174e9ed74c0ad2e2b6d8061451abb2f495037f3b20ae75d09a5dd549571dd150,1,1,True,ACOM.NI_20150130004548_EV,606627084,606627084
