subset,Method,Mode,BaseSeed,MetaSeed,Policy,Phase,Tolerance_ms,N,N_sources,N_accepted,TP,FP,FN,F1,Coverage,MAE_ms,MedianAE_ms,RMSE_ms,P90AE_ms,Outlier1s
all_test,Stack,Full3C,43,44,accepted,S,100,330,221,326,187,139,143,0.5701219512195121,0.9878787878787879,638.9877300613497,80.00000000000007,2241.400676778927,684.9999999999995,0.07975460122699386
all_test,Stack,Full3C,43,44,accepted,S,200,330,221,326,227,99,103,0.6920731707317073,0.9878787878787879,638.9877300613497,80.00000000000007,2241.400676778927,684.9999999999995,0.07975460122699386
all_test,Stack,Full3C,43,44,strict,P,50,330,221,323,226,97,104,0.6921898928024502,0.9787878787878788,129.16408668730637,29.99999999999936,651.9682037489945,168.00000000000009,0.01238390092879257
all_test,Stack,Full3C,43,44,strict,P,100,330,221,323,271,52,59,0.8300153139356815,0.9787878787878788,129.16408668730637,29.99999999999936,651.9682037489945,168.00000000000009,0.01238390092879257
all_test,Stack,Full3C,43,44,strict,P,200,330,221,323,296,27,34,0.9065849923430321,0.9787878787878788,129.16408668730637,29.99999999999936,651.9682037489945,168.00000000000009,0.01238390092879257
all_test,Stack,Full3C,43,44,strict,S,50,330,221,312,127,185,203,0.3956386292834891,0.9454545454545454,494.4871794871795,80.00000000000007,1779.3806542784805,619.0000000000013,0.0641025641025641
all_test,Stack,Full3C,43,44,strict,S,100,330,221,312,183,129,147,0.5700934579439252,0.9454545454545454,494.4871794871795,80.00000000000007,1779.3806542784805,619.0000000000013,0.0641025641025641
all_test,Stack,Full3C,43,44,strict,S,200,330,221,312,221,91,109,0.6884735202492211,0.9454545454545454,494.4871794871795,80.00000000000007,1779.3806542784805,619.0000000000013,0.0641025641025641
all_test,Stack,Full3C,44,42,accepted,P,50,330,221,327,220,107,110,0.669710806697108,0.990909090909091,105.65749235473994,29.99999999999936,473.8078553507201,174.0000000000002,0.009174311926605505
all_test,Stack,Full3C,44,42,accepted,P,100,330,221,327,269,58,61,0.8188736681887366,0.990909090909091,105.65749235473994,29.99999999999936,473.8078553507201,174.0000000000002,0.009174311926605505
all_test,Stack,Full3C,44,42,accepted,P,200,330,221,327,299,28,31,0.9101978691019786,0.990909090909091,105.65749235473994,29.99999999999936,473.8078553507201,174.0000000000002,0.009174311926605505
all_test,Stack,Full3C,44,42,accepted,S,50,330,221,326,122,204,208,0.3719512195121951,0.9878787878787879,522.4539877300614,89.99999999999986,1729.6237045985472,650.0000000000003,0.07668711656441718
all_test,Stack,Full3C,44,42,accepted,S,100,330,221,326,180,146,150,0.5487804878048781,0.9878787878787879,522.4539877300614,89.99999999999986,1729.6237045985472,650.0000000000003,0.07668711656441718
all_test,Stack,Full3C,44,42,accepted,S,200,330,221,326,226,100,104,0.6890243902439024,0.9878787878787879,522.4539877300614,89.99999999999986,1729.6237045985472,650.0000000000003,0.07668711656441718
all_test,Stack,Full3C,44,42,strict,P,50,330,221,322,220,102,110,0.6748466257668712,0.9757575757575757,102.32919254658376,29.99999999999936,475.3628885140252,159.0000000000005,0.009316770186335404
all_test,Stack,Full3C,44,42,strict,P,100,330,221,322,269,53,61,0.8251533742331288,0.9757575757575757,102.32919254658376,29.99999999999936,475.3628885140252,159.0000000000005,0.009316770186335404
all_test,Stack,Full3C,44,42,strict,P,200,330,221,322,297,25,33,0.911042944785276,0.9757575757575757,102.32919254658376,29.99999999999936,475.3628885140252,159.0000000000005,0.009316770186335404
all_test,Stack,Full3C,44,42,strict,S,50,330,221,320,122,198,208,0.37538461538461537,0.9696969696969697,466.28125,84.99999999999997,1607.6233428573996,621.9999999999983,0.06875
all_test,Stack,Full3C,44,42,strict,S,100,330,221,320,178,142,152,0.5476923076923077,0.9696969696969697,466.28125,84.99999999999997,1607.6233428573996,621.9999999999983,0.06875
all_test,Stack,Full3C,44,42,strict,S,200,330,221,320,224,96,106,0.6892307692307692,0.9696969696969697,466.28125,84.99999999999997,1607.6233428573996,621.9999999999983,0.06875
all_test,Stack,Full3C,44,43,accepted,P,50,330,221,324,226,98,104,0.691131498470948,0.9818181818181818,102.96296296296285,29.99999999999958,474.0520104819463,160.00000000000014,0.009259259259259259
all_test,Stack,Full3C,44,43,accepted,P,100,330,221,324,270,54,60,0.8256880733944955,0.9818181818181818,102.96296296296285,29.99999999999958,474.0520104819463,160.00000000000014,0.009259259259259259
all_test,Stack,Full3C,44,43,accepted,P,200,330,221,324,298,26,32,0.9113149847094801,0.9818181818181818,102.96296296296285,29.99999999999958,474.0520104819463,160.00000000000014,0.009259259259259259
all_test,Stack,Full3C,44,43,accepted,S,50,330,221,321,122,199,208,0.37480798771121354,0.9727272727272728,631.0280373831774,80.00000000000007,2150.620862322772,680.0000000000015,0.08411214953271028
all_test,Stack,Full3C,44,43,accepted,S,100,330,221,321,182,139,148,0.5591397849462365,0.9727272727272728,631.0280373831774,80.00000000000007,2150.620862322772,680.0000000000015,0.08411214953271028
all_test,Stack,Full3C,44,43,accepted,S,200,330,221,321,225,96,105,0.6912442396313364,0.9727272727272728,631.0280373831774,80.00000000000007,2150.620862322772,680.0000000000015,0.08411214953271028
all_test,Stack,Full3C,44,43,strict,P,50,330,221,322,226,96,104,0.6932515337423313,0.9757575757575757,101.27329192546573,29.99999999999936,474.60117287247135,149.0000000000007,0.009316770186335404
all_test,Stack,Full3C,44,43,strict,P,100,330,221,322,270,52,60,0.8282208588957055,0.9757575757575757,101.27329192546573,29.99999999999936,474.60117287247135,149.0000000000007,0.009316770186335404
all_test,Stack,Full3C,44,43,strict,P,200,330,221,322,298,24,32,0.9141104294478528,0.9757575757575757,101.27329192546573,29.99999999999936,474.60117287247135,149.0000000000007,0.009316770186335404
all_test,Stack,Full3C,44,43,strict,S,50,330,221,308,122,186,208,0.3824451410658307,0.9333333333333333,480.97402597402595,80.00000000000007,1599.8613982175123,626.0000000000011,0.06818181818181818
all_test,Stack,Full3C,44,43,strict,S,100,330,221,308,181,127,149,0.567398119122257,0.9333333333333333,480.97402597402595,80.00000000000007,1599.8613982175123,626.0000000000011,0.06818181818181818
all_test,Stack,Full3C,44,43,strict,S,200,330,221,308,221,87,109,0.6927899686520376,0.9333333333333333,480.97402597402595,80.00000000000007,1599.8613982175123,626.0000000000011,0.06818181818181818
all_test,Stack,Full3C,44,44,accepted,P,50,330,221,330,222,108,108,0.6727272727272727,1.0,354.4242424242423,30.00000000000025,2707.762802377526,209.99999999999997,0.01818181818181818
all_test,Stack,Full3C,44,44,accepted,P,100,330,221,330,268,62,62,0.8121212121212121,1.0,354.4242424242423,30.00000000000025,2707.762802377526,209.99999999999997,0.01818181818181818
all_test,Stack,Full3C,44,44,accepted,P,200,330,221,330,296,34,34,0.896969696969697,1.0,354.4242424242423,30.00000000000025,2707.762802377526,209.99999999999997,0.01818181818181818
all_test,Stack,Full3C,44,44,accepted,S,50,330,221,326,120,206,210,0.36585365853658536,0.9878787878787879,723.5276073619632,89.99999999999986,2650.079695525785,879.9999999999999,0.09202453987730061
all_test,Stack,Full3C,44,44,accepted,S,100,330,221,326,175,151,155,0.5335365853658537,0.9878787878787879,723.5276073619632,89.99999999999986,2650.079695525785,879.9999999999999,0.09202453987730061
all_test,Stack,Full3C,44,44,accepted,S,200,330,221,326,223,103,107,0.6798780487804879,0.9878787878787879,723.5276073619632,89.99999999999986,2650.079695525785,879.9999999999999,0.09202453987730061
all_test,Stack,Full3C,44,44,strict,P,50,330,221,325,222,103,108,0.6778625954198473,0.9848484848484849,104.79999999999991,29.999999999999805,475.1757569573599,166.00000000000026,0.009230769230769232
all_test,Stack,Full3C,44,44,strict,P,100,330,221,325,268,57,62,0.8183206106870229,0.9848484848484849,104.79999999999991,29.999999999999805,475.1757569573599,166.00000000000026,0.009230769230769232
all_test,Stack,Full3C,44,44,strict,P,200,330,221,325,296,29,34,0.9038167938931297,0.9848484848484849,104.79999999999991,29.999999999999805,475.1757569573599,166.00000000000026,0.009230769230769232
all_test,Stack,Full3C,44,44,strict,S,50,330,221,315,120,195,210,0.37209302325581395,0.9545454545454546,513.6825396825396,80.00000000000185,1710.1756152280486,726.0000000000018,0.07936507936507936
all_test,Stack,Full3C,44,44,strict,S,100,330,221,315,175,140,155,0.5426356589147286,0.9545454545454546,513.6825396825396,80.00000000000185,1710.1756152280486,726.0000000000018,0.07936507936507936
all_test,Stack,Full3C,44,44,strict,S,200,330,221,315,222,93,108,0.6883720930232559,0.9545454545454546,513.6825396825396,80.00000000000185,1710.1756152280486,726.0000000000018,0.07936507936507936
all_test,Stack,Zonly,42,42,accepted,P,50,330,221,328,221,107,109,0.6717325227963525,0.9939393939393939,169.54268292682917,30.00000000000025,947.7770847826109,203.00000000000023,0.01524390243902439
all_test,Stack,Zonly,42,42,accepted,P,100,330,221,328,264,64,66,0.8024316109422492,0.9939393939393939,169.54268292682917,30.00000000000025,947.7770847826109,203.00000000000023,0.01524390243902439
all_test,Stack,Zonly,42,42,accepted,P,200,330,221,328,295,33,35,0.8966565349544073,0.9939393939393939,169.54268292682917,30.00000000000025,947.7770847826109,203.00000000000023,0.01524390243902439
all_test,Stack,Zonly,42,42,accepted,S,50,330,221,315,54,261,276,0.16744186046511628,0.9545454545454546,1170.0,250.0,2532.5429218067857,3980.0000000000005,0.22857142857142856
all_test,Stack,Zonly,42,42,accepted,S,100,330,221,315,90,225,240,0.27906976744186046,0.9545454545454546,1170.0,250.0,2532.5429218067857,3980.0000000000005,0.22857142857142856
all_test,Stack,Zonly,42,42,accepted,S,200,330,221,315,140,175,190,0.43410852713178294,0.9545454545454546,1170.0,250.0,2532.5429218067857,3980.0000000000005,0.22857142857142856
all_test,Stack,Zonly,42,42,strict,P,50,330,221,326,221,105,109,0.6737804878048781,0.9878787878787879,168.49693251533728,30.00000000000025,950.0715181345835,195.00000000000028,0.015337423312883436
all_test,Stack,Zonly,42,42,strict,P,100,330,221,326,263,63,67,0.801829268292683,0.9878787878787879,168.49693251533728,30.00000000000025,950.0715181345835,195.00000000000028,0.015337423312883436
all_test,Stack,Zonly,42,42,strict,P,200,330,221,326,294,32,36,0.8963414634146342,0.9878787878787879,168.49693251533728,30.00000000000025,950.0715181345835,195.00000000000028,0.015337423312883436
all_test,Stack,Zonly,42,42,strict,S,50,330,221,247,47,200,283,0.16291161178509533,0.7484848484848485,940.6882591093117,210.00000000000085,2192.0734088892905,3179.9999999999995,0.18218623481781376
all_test,Stack,Zonly,42,42,strict,S,100,330,221,247,76,171,254,0.2634315424610052,0.7484848484848485,940.6882591093117,210.00000000000085,2192.0734088892905,3179.9999999999995,0.18218623481781376
all_test,Stack,Zonly,42,42,strict,S,200,330,221,247,121,126,209,0.4194107452339688,0.7484848484848485,940.6882591093117,210.00000000000085,2192.0734088892905,3179.9999999999995,0.18218623481781376
all_test,Stack,Zonly,42,43,accepted,P,50,330,221,324,225,99,105,0.6880733944954128,0.9818181818181818,131.63580246913565,30.00000000000025,649.8715447620076,197.0000000000001,0.012345679012345678
all_test,Stack,Zonly,42,43,accepted,P,100,330,221,324,265,59,65,0.8103975535168195,0.9818181818181818,131.63580246913565,30.00000000000025,649.8715447620076,197.0000000000001,0.012345679012345678
all_test,Stack,Zonly,42,43,accepted,P,200,330,221,324,292,32,38,0.8929663608562691,0.9818181818181818,131.63580246913565,30.00000000000025,649.8715447620076,197.0000000000001,0.012345679012345678
all_test,Stack,Zonly,42,43,accepted,S,50,330,221,292,49,243,281,0.15755627009646303,0.8848484848484849,1220.650684931507,240.00000000000023,2599.772843080033,4402.000000000003,0.22602739726027396
all_test,Stack,Zonly,42,43,accepted,S,100,330,221,292,87,205,243,0.2797427652733119,0.8848484848484849,1220.650684931507,240.00000000000023,2599.772843080033,4402.000000000003,0.22602739726027396
all_test,Stack,Zonly,42,43,accepted,S,200,330,221,292,130,162,200,0.4180064308681672,0.8848484848484849,1220.650684931507,240.00000000000023,2599.772843080033,4402.000000000003,0.22602739726027396
all_test,Stack,Zonly,42,43,strict,P,50,330,221,321,223,98,107,0.685099846390169,0.9727272727272728,132.33644859813072,30.00000000000025,652.8628543132593,200.00000000000017,0.012461059190031152
all_test,Stack,Zonly,42,43,strict,P,100,330,221,321,263,58,67,0.8079877112135176,0.9727272727272728,132.33644859813072,30.00000000000025,652.8628543132593,200.00000000000017,0.012461059190031152
all_test,Stack,Zonly,42,43,strict,P,200,330,221,321,289,32,41,0.8878648233486943,0.9727272727272728,132.33644859813072,30.00000000000025,652.8628543132593,200.00000000000017,0.012461059190031152
all_test,Stack,Zonly,42,43,strict,S,50,330,221,222,38,184,292,0.13768115942028986,0.6727272727272727,986.1711711711711,229.99999999999864,2227.8635788858633,3447.0000000000005,0.1891891891891892
all_test,Stack,Zonly,42,43,strict,S,100,330,221,222,68,154,262,0.2463768115942029,0.6727272727272727,986.1711711711711,229.99999999999864,2227.8635788858633,3447.0000000000005,0.1891891891891892
all_test,Stack,Zonly,42,43,strict,S,200,330,221,222,104,118,226,0.37681159420289856,0.6727272727272727,986.1711711711711,229.99999999999864,2227.8635788858633,3447.0000000000005,0.1891891891891892
all_test,Stack,Zonly,42,44,accepted,P,50,330,221,326,220,106,110,0.6707317073170732,0.9878787878787879,134.87730061349683,30.00000000000025,650.5644080948132,200.00000000000017,0.012269938650306749
all_test,Stack,Zonly,42,44,accepted,P,100,330,221,326,264,62,66,0.8048780487804879,0.9878787878787879,134.87730061349683,30.00000000000025,650.5644080948132,200.00000000000017,0.012269938650306749
all_test,Stack,Zonly,42,44,accepted,P,200,330,221,326,295,31,35,0.899390243902439,0.9878787878787879,134.87730061349683,30.00000000000025,650.5644080948132,200.00000000000017,0.012269938650306749
all_test,Stack,Zonly,42,44,accepted,S,50,330,221,284,56,228,274,0.18241042345276873,0.8606060606060606,1150.5633802816901,250.0,2568.1199623158323,4297.000000000003,0.1936619718309859
all_test,Stack,Zonly,42,44,accepted,S,100,330,221,284,88,196,242,0.28664495114006516,0.8606060606060606,1150.5633802816901,250.0,2568.1199623158323,4297.000000000003,0.1936619718309859
all_test,Stack,Zonly,42,44,accepted,S,200,330,221,284,123,161,207,0.4006514657980456,0.8606060606060606,1150.5633802816901,250.0,2568.1199623158323,4297.000000000003,0.1936619718309859
all_test,Stack,Zonly,42,44,strict,P,50,330,221,322,218,104,112,0.6687116564417178,0.9757575757575757,133.91304347826076,30.00000000000025,653.7075342786488,199.00000000000054,0.012422360248447204
all_test,Stack,Zonly,42,44,strict,P,100,330,221,322,262,60,68,0.803680981595092,0.9757575757575757,133.91304347826076,30.00000000000025,653.7075342786488,199.00000000000054,0.012422360248447204
all_test,Stack,Zonly,42,44,strict,P,200,330,221,322,292,30,38,0.8957055214723927,0.9757575757575757,133.91304347826076,30.00000000000025,653.7075342786488,199.00000000000054,0.012422360248447204
all_test,Stack,Zonly,42,44,strict,S,50,330,221,170,43,127,287,0.172,0.5151515151515151,687.0588235294116,154.99999999999847,1868.397237017363,1031.9999999999993,0.11176470588235295
all_test,Stack,Zonly,42,44,strict,S,100,330,221,170,68,102,262,0.272,0.5151515151515151,687.0588235294116,154.99999999999847,1868.397237017363,1031.9999999999993,0.11176470588235295
all_test,Stack,Zonly,42,44,strict,S,200,330,221,170,90,80,240,0.36,0.5151515151515151,687.0588235294116,154.99999999999847,1868.397237017363,1031.9999999999993,0.11176470588235295
all_test,Stack,Zonly,43,42,accepted,P,50,330,221,330,230,100,100,0.696969696969697,1.0,328.3030303030302,30.00000000000025,2339.322616278119,190.0000000000004,0.021212121212121213
