subset,Method,Mode,Policy,Phase,Tolerance_ms,N,N_sources,mean_F1,between_base_SD_F1,mean_Coverage,between_base_SD_Coverage,mean_MAE_ms,between_base_SD_MAE_ms,mean_MedianAE_ms,between_base_SD_MedianAE_ms,mean_RMSE_ms,between_base_SD_RMSE_ms,mean_P90AE_ms,between_base_SD_P90AE_ms,mean_Outlier1s,between_base_SD_Outlier1s
all_test,PhaseNetMatched,Zonly,strict,S,200,330,221,0.5115318114043514,0.018189899327042118,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999,193.33333333333292,11.547005383792392,1265.9979694810863,312.00830355234035,910.3333333333333,60.00277771348051,0.08150858657803102,0.004160463520514955
station_seen_train,Stack,Full3C,accepted,P,50,318,211,0.6927818383131731,0.015372139903884556,0.9902166317260657,0.0016011794881047696,171.25511746306728,33.565958013675015,29.99999999999951,1.4744118460867878e-13,1034.1110234909656,323.82028577323007,180.44444444444457,4.233901974057278,0.013394245308502941,0.001207561767964093
station_seen_train,Stack,Full3C,accepted,P,100,318,211,0.8265551937643335,0.0072050903308294055,0.9902166317260657,0.0016011794881047696,171.25511746306728,33.565958013675015,29.99999999999951,1.4744118460867878e-13,1034.1110234909656,323.82028577323007,180.44444444444457,4.233901974057278,0.013394245308502941,0.001207561767964093
station_seen_train,Stack,Full3C,accepted,P,200,318,211,0.9027473239146265,0.000365723866939887,0.9902166317260657,0.0016011794881047696,171.25511746306728,33.565958013675015,29.99999999999951,1.4744118460867878e-13,1034.1110234909656,323.82028577323007,180.44444444444457,4.233901974057278,0.013394245308502941,0.001207561767964093
station_seen_train,Stack,Full3C,accepted,S,50,318,211,0.3629125621599831,0.01726587535397288,0.9793850454227813,0.005773134745582939,629.7168840681246,53.58758341720158,89.99999999999986,6.666666666666529,2098.3493911856867,250.9119975848122,725.2222222222225,41.66844440651989,0.0806037171780009,0.008483355216425707
station_seen_train,Stack,Full3C,accepted,S,100,318,211,0.5429809340049717,0.012537198334409708,0.9793850454227813,0.005773134745582939,629.7168840681246,53.58758341720158,89.99999999999986,6.666666666666529,2098.3493911856867,250.9119975848122,725.2222222222225,41.66844440651989,0.0806037171780009,0.008483355216425707
station_seen_train,Stack,Full3C,accepted,S,200,318,211,0.676072989782198,0.009399590169612683,0.9793850454227813,0.005773134745582939,629.7168840681246,53.58758341720158,89.99999999999986,6.666666666666529,2098.3493911856867,250.9119975848122,725.2222222222225,41.66844440651989,0.0806037171780009,0.008483355216425707
station_seen_train,Stack,Full3C,strict,P,50,318,211,0.6962450345835628,0.014718269208523368,0.977288609364081,0.0021820398317254908,121.86410435886282,14.485054895431022,29.99999999999941,8.614872834998366e-14,604.3039785717199,104.20404989717409,165.6666666666667,2.0275875100993916,0.011799300072613652,0.0018645831303000825
station_seen_train,Stack,Full3C,strict,P,100,318,211,0.8305412748053473,0.006075084893234661,0.977288609364081,0.0021820398317254908,121.86410435886282,14.485054895431022,29.99999999999941,8.614872834998366e-14,604.3039785717199,104.20404989717409,165.6666666666667,2.0275875100993916,0.011799300072613652,0.0018645831303000825
station_seen_train,Stack,Full3C,strict,P,200,318,211,0.9054647111087226,0.0009020929644097871,0.977288609364081,0.0021820398317254908,121.86410435886282,14.485054895431022,29.99999999999941,8.614872834998366e-14,604.3039785717199,104.20404989717409,165.6666666666667,2.0275875100993916,0.011799300072613652,0.0018645831303000825
station_seen_train,Stack,Full3C,strict,S,50,318,211,0.36638940898075584,0.015204176536872378,0.9437456324248777,0.008005897440523836,513.8557992925066,26.85778133746273,83.33333333333353,4.409585518440779,1721.1302959455577,109.49829103134762,651.4444444444451,34.77280759657166,0.06813577318792155,0.008394569146965392
station_seen_train,Stack,Full3C,strict,S,100,318,211,0.5457922102985965,0.009758759273272015,0.9437456324248777,0.008005897440523836,513.8557992925066,26.85778133746273,83.33333333333353,4.409585518440779,1721.1302959455577,109.49829103134762,651.4444444444451,34.77280759657166,0.06813577318792155,0.008394569146965392
station_seen_train,Stack,Full3C,strict,S,200,318,211,0.6773491146069864,0.006724012384704451,0.9437456324248777,0.008005897440523836,513.8557992925066,26.85778133746273,83.33333333333353,4.409585518440779,1721.1302959455577,109.49829103134762,651.4444444444451,34.77280759657166,0.06813577318792155,0.008394569146965392
station_seen_train,Stack,Zonly,accepted,P,50,318,211,0.6942943146586756,0.018237920529476086,0.9898672257162823,0.0021820398317254908,183.38675748054374,29.61589061728588,29.999999999999954,2.9665336498576163e-13,1068.3742867178908,264.4487827975357,194.77777777777794,11.50040256944345,0.015864625271918283,0.00208113591461163
station_seen_train,Stack,Zonly,accepted,P,100,318,211,0.8126381180787329,0.007576174847810152,0.9898672257162823,0.0021820398317254908,183.38675748054374,29.61589061728588,29.999999999999954,2.9665336498576163e-13,1068.3742867178908,264.4487827975357,194.77777777777794,11.50040256944345,0.015864625271918283,0.00208113591461163
station_seen_train,Stack,Zonly,accepted,P,200,318,211,0.9004381411587871,0.007007659148928697,0.9898672257162823,0.0021820398317254908,183.38675748054374,29.61589061728588,29.999999999999954,2.9665336498576163e-13,1068.3742867178908,264.4487827975357,194.77777777777794,11.50040256944345,0.015864625271918283,0.00208113591461163
station_seen_train,Stack,Zonly,accepted,S,50,318,211,0.153767874029888,0.016890066331181564,0.9175401816911251,0.023910708750420156,1168.927531972383,167.59583702328908,255.5555555555557,5.853140973807064,2630.1514636477573,417.42808460740844,3930.2222222222226,482.54583355519895,0.2057190994321287,0.02460909980098911
station_seen_train,Stack,Zonly,accepted,S,100,318,211,0.26899354844379686,0.01358758450504163,0.9175401816911251,0.023910708750420156,1168.927531972383,167.59583702328908,255.5555555555557,5.853140973807064,2630.1514636477573,417.42808460740844,3930.2222222222226,482.54583355519895,0.2057190994321287,0.02460909980098911
station_seen_train,Stack,Zonly,accepted,S,200,318,211,0.4196524195913987,0.01603952659481787,0.9175401816911251,0.023910708750420156,1168.927531972383,167.59583702328908,255.5555555555557,5.853140973807064,2630.1514636477573,417.42808460740844,3930.2222222222226,482.54583355519895,0.2057190994321287,0.02460909980098911
station_seen_train,Stack,Zonly,strict,P,50,318,211,0.695327269605514,0.020407772766738094,0.9769392033542977,0.003779403852687655,155.9905317733731,29.461394374994775,29.999999999999954,2.9665336498576163e-13,873.9612323796048,292.1661237833667,189.22222222222246,16.11532511939169,0.013933165060782371,0.001019994011235339
station_seen_train,Stack,Zonly,strict,P,100,318,211,0.813369677805277,0.010092488844789275,0.9769392033542977,0.003779403852687655,155.9905317733731,29.461394374994775,29.999999999999954,2.9665336498576163e-13,873.9612323796048,292.1661237833667,189.22222222222246,16.11532511939169,0.013933165060782371,0.001019994011235339
station_seen_train,Stack,Zonly,strict,P,200,318,211,0.8981969276771181,0.007787230474815176,0.9769392033542977,0.003779403852687655,155.9905317733731,29.461394374994775,29.999999999999954,2.9665336498576163e-13,873.9612323796048,292.1661237833667,189.22222222222246,16.11532511939169,0.013933165060782371,0.001019994011235339
station_seen_train,Stack,Zonly,strict,S,50,318,211,0.14352306276367108,0.013589528517399068,0.6970649895178197,0.06043411029517645,994.560236059111,229.81168956032624,208.33333333333303,8.660254037844714,2420.6031885383513,675.4221056321068,3079.6666666666683,661.8976087314759,0.16693819272753396,0.01935381918597348
station_seen_train,Stack,Zonly,strict,S,100,318,211,0.2570630701808055,0.009531151237028572,0.6970649895178197,0.06043411029517645,994.560236059111,229.81168956032624,208.33333333333303,8.660254037844714,2420.6031885383513,675.4221056321068,3079.6666666666683,661.8976087314759,0.16693819272753396,0.01935381918597348
station_seen_train,Stack,Zonly,strict,S,200,318,211,0.39890350141301256,0.023301092766373842,0.6970649895178197,0.06043411029517645,994.560236059111,229.81168956032624,208.33333333333303,8.660254037844714,2420.6031885383513,675.4221056321068,3079.6666666666683,661.8976087314759,0.16693819272753396,0.01935381918597348
station_seen_train,PhaseNetMatched,Full3C,accepted,P,50,318,211,0.9774525825781212,0.0023877516345803228,0.9989517819706499,0.0018155668842441057,33.976119146346946,6.4955597738620865,6.666666666666525,5.773502691896135,304.3318979338701,58.21699739739588,23.333333333333133,5.773502691896647,0.0031479607695309142,5.727340328845607e-06
station_seen_train,PhaseNetMatched,Full3C,accepted,P,100,318,211,0.9858416282870301,0.0015723796847586814,0.9989517819706499,0.0018155668842441057,33.976119146346946,6.4955597738620865,6.666666666666525,5.773502691896135,304.3318979338701,58.21699739739588,23.333333333333133,5.773502691896647,0.0031479607695309142,5.727340328845607e-06
station_seen_train,PhaseNetMatched,Full3C,accepted,P,200,318,211,0.9879397150827844,0.0008977763805553758,0.9989517819706499,0.0018155668842441057,33.976119146346946,6.4955597738620865,6.666666666666525,5.773502691896135,304.3318979338701,58.21699739739588,23.333333333333133,5.773502691896647,0.0031479607695309142,5.727340328845607e-06
station_seen_train,PhaseNetMatched,Full3C,accepted,S,50,318,211,0.3649332253317033,0.02344972989700332,0.9937106918238994,0.008319972676303742,174.67037794650938,7.965932470933539,80.00000000000007,9.999999999999787,349.9026380995346,69.9195779086701,456.6666666666665,31.770006819850206,0.009474065021021091,0.005412120795136006
station_seen_train,PhaseNetMatched,Full3C,accepted,S,100,318,211,0.5742073747972843,0.03213401101023735,0.9937106918238994,0.008319972676303742,174.67037794650938,7.965932470933539,80.00000000000007,9.999999999999787,349.9026380995346,69.9195779086701,456.6666666666665,31.770006819850206,0.009474065021021091,0.005412120795136006
station_seen_train,PhaseNetMatched,Full3C,accepted,S,200,318,211,0.7318897310787142,0.02303240149724441,0.9937106918238994,0.008319972676303742,174.67037794650938,7.965932470933539,80.00000000000007,9.999999999999787,349.9026380995346,69.9195779086701,456.6666666666665,31.770006819850206,0.009474065021021091,0.005412120795136006
station_seen_train,PhaseNetMatched,Full3C,strict,P,50,318,211,0.9774525825781212,0.0023877516345803228,0.9989517819706499,0.0018155668842441057,33.976119146346946,6.4955597738620865,6.666666666666525,5.773502691896135,304.3318979338701,58.21699739739588,23.333333333333133,5.773502691896647,0.0031479607695309142,5.727340328845607e-06
station_seen_train,PhaseNetMatched,Full3C,strict,P,100,318,211,0.9858416282870301,0.0015723796847586814,0.9989517819706499,0.0018155668842441057,33.976119146346946,6.4955597738620865,6.666666666666525,5.773502691896135,304.3318979338701,58.21699739739588,23.333333333333133,5.773502691896647,0.0031479607695309142,5.727340328845607e-06
station_seen_train,PhaseNetMatched,Full3C,strict,P,200,318,211,0.9879397150827844,0.0008977763805553758,0.9989517819706499,0.0018155668842441057,33.976119146346946,6.4955597738620865,6.666666666666525,5.773502691896135,304.3318979338701,58.21699739739588,23.333333333333133,5.773502691896647,0.0031479607695309142,5.727340328845607e-06
station_seen_train,PhaseNetMatched,Full3C,strict,S,50,318,211,0.36540608745088354,0.02472666480426362,0.9853249475890985,0.0065461194951765165,171.95319583676434,7.4837728462988595,80.00000000000007,9.999999999999787,346.6147208613606,71.80043399978355,438.6666666666668,16.165807537309703,0.009557770263936933,0.005469249408203209
station_seen_train,PhaseNetMatched,Full3C,strict,S,100,318,211,0.5744989766085636,0.031586240496608825,0.9853249475890985,0.0065461194951765165,171.95319583676434,7.4837728462988595,80.00000000000007,9.999999999999787,346.6147208613606,71.80043399978355,438.6666666666668,16.165807537309703,0.009557770263936933,0.005469249408203209
station_seen_train,PhaseNetMatched,Full3C,strict,S,200,318,211,0.7318033530419679,0.02273238272925995,0.9853249475890985,0.0065461194951765165,171.95319583676434,7.4837728462988595,80.00000000000007,9.999999999999787,346.6147208613606,71.80043399978355,438.6666666666668,16.165807537309703,0.009557770263936933,0.005469249408203209
station_seen_train,PhaseNetMatched,Zonly,accepted,P,50,318,211,0.9753544957823669,0.009475507486880991,0.9989517819706499,0.0018155668842441057,24.796209220350473,3.9275722610244768,6.666666666666525,5.773502691896135,122.92188007670184,21.4539729051666,23.333333333333133,5.773502691896647,0.0031446540880503146,0.0031446540880503146
station_seen_train,PhaseNetMatched,Zonly,accepted,P,100,318,211,0.9858416282870301,0.004716998679247739,0.9989517819706499,0.0018155668842441057,24.796209220350473,3.9275722610244768,6.666666666666525,5.773502691896135,122.92188007670184,21.4539729051666,23.333333333333133,5.773502691896647,0.0031446540880503146,0.0031446540880503146
station_seen_train,PhaseNetMatched,Zonly,accepted,P,200,318,211,0.9858416282870301,0.004716998679247739,0.9989517819706499,0.0018155668842441057,24.796209220350473,3.9275722610244768,6.666666666666525,5.773502691896135,122.92188007670184,21.4539729051666,23.333333333333133,5.773502691896647,0.0031446540880503146,0.0031446540880503146
station_seen_train,PhaseNetMatched,Zonly,accepted,S,50,318,211,0.16589664868302084,0.013430835293718999,0.9968553459119497,0.0054467006527323175,505.7468303883399,90.1272624874041,198.33333333333354,16.07275126832208,1417.3976071175002,362.89624825560145,909.3333333333334,70.23769168568515,0.0809623639812319,0.006439633991362738
station_seen_train,PhaseNetMatched,Zonly,accepted,S,100,318,211,0.3023984818226077,0.021442873100676278,0.9968553459119497,0.0054467006527323175,505.7468303883399,90.1272624874041,198.33333333333354,16.07275126832208,1417.3976071175002,362.89624825560145,909.3333333333334,70.23769168568515,0.0809623639812319,0.006439633991362738
station_seen_train,PhaseNetMatched,Zonly,accepted,S,200,318,211,0.5113316840044909,0.02527017892778315,0.9968553459119497,0.0054467006527323175,505.7468303883399,90.1272624874041,198.33333333333354,16.07275126832208,1417.3976071175002,362.89624825560145,909.3333333333334,70.23769168568515,0.0809623639812319,0.006439633991362738
